date,date_year,date_month,date_day,date_quarter,date_is_month_start,date_is_month_end,returns_prc,day_num,lag_4_high_low_diff,lag_4_open_close_diff,lag_4_volume,lag_4_adj_close,lag_5_high_low_diff,lag_5_open_close_diff,lag_5_volume,lag_5_adj_close,high_low_diff_mean,high_low_diff_std,open_close_diff_mean,open_close_diff_std,volume_mean,volume_std,adj_close_mean,adj_close_std,high_low_diff,lag_1_high_low_diff,lag_2_high_low_diff,lag_3_high_low_diff,open_close_diff,lag_1_open_close_diff,lag_2_open_close_diff,lag_3_open_close_diff,volume,lag_1_volume,lag_2_volume,lag_3_volume,adj_close,lag_1_adj_close,lag_2_adj_close,lag_3_adj_close
2019-01-31,2019,1,31,1,0,1,1.431,385,1.155,-1.155,327.0,10.2,3.3,0.12,1167.0,10.23,0.468,0.453,-0.258,0.597,153.6,168.635,9.747,0.427,-0.736,-0.04,0.292,-1.034,0.206,1.186,-0.322,0.432,1.147,-0.751,-0.555,-0.869,-0.731,-1.047,-0.344,1.061
2019-02-01,2019,2,1,1,1,0,4.615,386,0.0,0.0,7.0,10.2,1.155,-1.155,327.0,10.2,0.45,0.419,-0.117,0.373,354.8,563.973,9.657,0.348,1.468,-0.752,-0.0,0.358,-0.892,-0.048,1.519,-0.892,1.734,-0.014,-0.581,-0.523,0.267,-0.639,-1.027,-0.164
2019-02-04,2019,2,4,1,0,0,0.0,387,0.6,-0.45,60.0,9.6,0.0,0.0,7.0,10.2,0.45,0.419,-0.117,0.373,357.4,561.995,9.567,0.198,-1.074,1.468,-0.752,-0.0,0.313,-0.892,-0.048,1.519,-0.6,1.736,-0.019,-0.588,0.924,0.924,-0.667,-1.349
2019-02-05,2019,2,5,1,0,0,7.705,388,0.45,0.45,27.0,9.3,0.6,-0.45,60.0,9.6,0.471,0.431,-0.168,0.441,414.8,538.178,9.477,0.269,0.543,-1.093,1.378,-0.78,-1.217,0.381,-0.639,0.075,-0.126,-0.734,1.706,-0.126,-1.216,1.016,1.016,-0.156
2019-02-06,2019,2,6,1,0,0,6.557,389,0.135,-0.135,347.0,9.435,0.45,0.45,27.0,9.3,0.501,0.434,-0.378,0.301,422.8,531.224,9.447,0.3,0.228,0.47,-1.154,1.299,-0.737,-1.085,1.254,-0.239,-0.67,-0.143,-0.758,1.713,-0.99,-0.99,1.01,1.01
2019-02-07,2019,2,7,1,0,0,-1.786,390,1.065,-0.45,1333.0,9.75,0.135,-0.135,347.0,9.435,0.504,0.431,-0.321,0.376,380.0,547.238,9.24,0.557,-0.821,0.223,0.466,-1.169,1.251,-0.741,-1.02,0.853,-0.451,-0.572,-0.06,-0.658,-1.507,-0.162,-0.162,0.915
2019-02-08,2019,2,8,1,0,0,0.0,391,0.0,0.0,20.0,9.75,1.065,-0.45,1333.0,9.75,0.291,0.338,-0.231,0.391,120.0,134.235,8.97,0.575,-0.862,-0.418,0.915,1.226,0.59,0.973,-0.943,-1.211,-0.648,0.097,-0.395,1.691,-0.991,-0.991,0.313,0.313
2019-02-11,2019,2,11,1,0,0,6.667,392,0.705,-0.705,347.0,9.15,0.0,0.0,20.0,9.75,0.411,0.314,-0.351,0.395,122.6,131.92,8.82,0.388,0.602,-1.308,-0.831,0.602,-0.631,0.889,1.269,-0.631,-0.679,-0.679,0.079,-0.421,0.464,-1.082,-1.082,0.85
2019-02-12,2019,2,12,1,0,0,0.0,393,0.6,-0.6,67.0,9.15,0.705,-0.705,347.0,9.15,0.27,0.307,-0.21,0.361,61.2,42.511,8.79,0.361,-0.878,1.073,-0.878,-0.39,0.581,-1.08,0.581,0.997,-0.499,-0.663,-0.663,1.689,0.581,0.581,-1.08,-1.08
2019-02-13,2019,2,13,1,0,0,-7.143,394,0.15,0.15,133.0,8.4,0.6,-0.6,67.0,9.15,0.27,0.307,0.03,0.43,62.4,42.8,8.64,0.329,1.073,-0.878,1.073,-0.878,1.327,-0.07,-1.467,-0.07,0.248,-0.523,-0.687,-0.687,-0.73,1.095,1.095,-0.73
2019-02-14,2019,2,14,1,0,0,0.332,395,0.0,0.0,33.0,8.4,0.15,0.15,133.0,8.4,0.3,0.3,-0.006,0.424,90.4,103.411,8.766,0.334,0.0,1.0,-1.0,1.0,-0.057,1.428,0.014,-1.399,1.766,-0.168,-0.487,-0.555,0.79,-1.095,0.7,0.7
2019-02-15,2019,2,15,1,0,0,1.613,396,0.6,-0.6,33.0,9.0,0.0,0.0,33.0,8.4,0.33,0.268,-0.036,0.429,222.4,280.841,8.946,0.33,-0.671,-0.112,1.006,-1.23,-0.266,0.014,1.482,0.084,1.676,0.18,-0.532,-0.649,1.072,0.254,-1.653,0.164
2019-02-19,2019,2,19,1,0,0,9.677,397,0.0,0.0,40.0,9.0,0.6,-0.6,33.0,9.0,0.465,0.504,-0.096,0.536,355.8,323.55,9.006,0.368,1.606,-0.625,-0.327,0.268,-1.501,-0.101,0.123,1.3,1.064,1.042,-0.256,-0.874,0.8,0.8,0.065,-1.648
2019-02-20,2019,2,20,1,0,0,-16.346,398,0.6,0.6,73.0,8.4,0.0,0.0,40.0,9.0,1.119,1.278,0.159,0.82,1155.8,1634.957,8.766,0.653,1.683,0.122,-0.758,-0.641,1.36,-1.291,-0.377,-0.23,1.764,-0.279,-0.283,-0.54,-1.479,0.817,0.817,0.404
2019-02-21,2019,2,21,1,0,0,-2.913,399,0.3,-0.03,273.0,9.03,0.6,0.6,73.0,8.4,1.104,1.286,0.084,0.787,1226.6,1583.191,8.631,0.801,-0.45,1.685,0.133,-0.742,0.179,1.514,-1.251,-0.298,-0.505,1.777,-0.333,-0.337,-1.131,-1.038,0.835,0.835
2019-02-22,2019,2,22,1,0,0,5.357,400,0.15,-0.15,693.0,9.3,0.3,-0.03,273.0,9.03,1.149,1.254,-0.0,0.823,1280.0,1547.076,8.505,0.771,-0.498,-0.498,1.691,0.1,-0.547,0.273,1.549,-1.093,-0.478,-0.551,1.784,-0.375,-0.136,-1.011,-0.914,1.031
2019-02-25,2019,2,25,1,0,0,3.704,401,1.275,-0.9,700.0,9.3,0.15,-0.15,693.0,9.3,1.329,1.134,-0.03,0.833,1549.4,1536.549,8.265,0.637,-0.246,-0.709,-0.709,1.712,-0.324,-0.504,0.306,1.567,0.319,-0.657,-0.73,1.621,-0.259,0.212,-0.847,-0.73
2019-02-26,2019,2,26,1,0,0,0.0,402,3.27,1.275,4040.0,7.8,1.275,-0.9,700.0,9.3,1.074,1.283,0.15,0.681,1417.4,1651.788,7.995,0.268,-0.837,-0.019,-0.428,-0.428,-0.22,-0.661,-0.881,0.11,-0.834,0.377,-0.531,-0.6,-0.168,0.391,1.509,-1.006
2019-02-27,2019,2,27,1,0,0,0.0,403,0.525,0.225,427.0,7.725,3.27,1.275,4040.0,7.8,0.42,0.439,-0.105,0.268,617.4,826.561,8.01,0.257,-0.956,-0.956,1.434,0.239,0.391,0.391,-0.727,-1.286,-0.699,-0.699,1.721,-0.094,-0.526,-0.234,0.351,1.52
2019-02-28,2019,2,28,1,0,1,0.0,404,0.525,-0.45,540.0,8.4,0.525,0.225,427.0,7.725,0.561,0.574,-0.15,0.212,821.4,891.168,8.175,0.29,1.166,-0.978,-0.978,0.852,0.707,0.707,0.707,-0.707,0.702,-0.877,-0.877,1.367,1.291,-1.033,-0.775,-0.258
2019-03-01,2019,3,1,1,1,0,-10.577,405,1.05,-0.3,2040.0,8.1,0.525,-0.45,540.0,8.4,0.621,0.585,0.105,0.423,738.8,941.49,8.055,0.298,0.349,1.041,-1.062,-1.062,1.702,-0.248,-0.248,-0.248,-0.65,0.752,-0.742,-0.742,-0.855,1.66,-0.604,-0.352
2019-03-04,2019,3,4,1,0,0,5.455,406,0.0,0.0,40.0,7.95,1.05,-0.3,2040.0,8.1,0.597,0.565,0.075,0.462,460.2,606.8,8.085,0.311,0.59,0.404,1.121,-1.057,-1.136,1.622,-0.162,-0.162,0.308,-0.549,1.626,-0.692,0.53,-0.916,1.495,-0.675
2019-03-05,2019,3,5,1,0,0,5.085,407,0.0,0.0,40.0,7.875,0.0,0.0,40.0,7.95,0.753,0.456,-0.015,0.521,569.6,559.575,8.265,0.445,0.059,0.388,0.158,1.046,-0.835,-0.835,1.613,0.029,0.031,0.138,-0.791,1.568,1.315,-0.034,-1.045,0.64
2019-03-06,2019,3,6,1,0,0,9.333,408,1.23,0.0,1447.0,8.55,0.0,0.0,40.0,7.875,1.053,0.305,-0.183,0.637,669.6,480.337,8.49,0.481,1.464,-0.894,-0.403,-0.747,-1.031,-0.419,-0.419,1.582,-0.27,-0.172,-0.047,-1.13,1.059,0.748,-0.499,-1.433
2019-03-07,2019,3,7,1,0,0,2.564,409,0.825,0.825,127.0,7.8,1.23,0.0,1447.0,8.55,0.897,0.382,-0.228,0.629,473.6,204.641,8.535,0.499,-1.17,1.579,-0.306,0.086,0.005,-0.973,-0.353,-0.353,-0.032,0.324,0.554,0.847,0.481,0.933,0.632,-0.572
2019-03-08,2019,3,8,1,0,0,14.548,410,0.93,-0.45,647.0,8.25,0.825,0.825,127.0,7.8,0.996,0.421,-0.654,0.426,524.2,104.09,8.769,0.304,0.77,-1.298,1.198,-0.513,-1.528,1.007,-0.437,0.479,-1.385,-0.55,0.152,0.603,0.661,0.02,0.76,0.266
2019-03-11,2019,3,11,1,0,0,0.0,411,0.78,-0.45,587.0,8.85,0.93,-0.45,647.0,8.25,0.81,0.617,-0.564,0.518,405.4,211.968,8.919,0.102,-1.313,0.827,-0.583,1.118,1.09,-1.432,0.655,-0.533,-1.663,-0.12,0.291,0.635,0.798,0.502,-1.419,0.798
2019-03-12,2019,3,12,1,0,0,0.0,412,1.5,-0.84,540.0,9.0,0.78,-0.45,587.0,8.85,0.864,0.625,-0.474,0.578,294.6,236.665,8.919,0.102,0.297,-1.381,0.729,-0.662,0.82,0.82,-1.438,0.431,-1.105,-1.021,0.361,0.728,-0.68,0.798,0.502,-1.419
2019-03-13,2019,3,13,1,0,0,0.778,413,0.45,-0.225,467.0,8.775,1.5,-0.84,540.0,9.0,1.284,1.393,-0.318,0.559,1190.6,2149.369,8.661,0.539,1.662,-0.168,-0.922,0.026,0.461,0.568,0.568,-1.764,1.782,-0.539,-0.529,-0.377,-1.763,0.35,0.629,0.573
2019-03-14,2019,3,14,1,0,0,1.515,414,1.32,-1.305,380.0,8.97,0.45,-0.225,467.0,8.775,1.344,1.354,-0.297,0.566,1405.2,2112.307,8.49,0.623,-0.439,1.666,-0.217,-0.992,0.313,0.419,0.525,0.525,0.064,1.711,-0.65,-0.64,-0.915,-1.252,0.578,0.818
2019-03-15,2019,3,15,1,0,0,-0.909,415,0.0,0.0,53.0,9.0,1.32,-1.305,380.0,8.97,1.17,1.413,-0.021,0.073,1375.8,2131.083,8.346,0.565,-0.51,-0.297,1.72,-0.085,1.312,-1.353,-0.533,0.287,-0.536,0.077,1.71,-0.63,-0.17,-0.754,-1.126,0.892
2019-03-18,2019,3,18,1,0,0,-0.548,416,1.05,0.0,33.0,8.85,0.0,0.0,53.0,9.0,1.23,1.356,-0.012,0.079,1410.6,2105.347,8.187,0.431,-0.686,-0.575,-0.354,1.748,0.722,1.102,-1.368,-0.608,-0.562,-0.559,0.061,1.714,0.042,0.146,-0.62,-1.107
2019-03-19,2019,3,19,1,0,0,-6.0,417,3.6,-0.06,5020.0,7.71,1.05,0.0,33.0,8.85,1.11,1.402,0.078,0.222,1662.6,1970.309,7.917,0.32,-0.471,-0.578,-0.471,-0.257,1.673,-0.148,-0.013,-0.891,-0.188,-0.729,-0.726,-0.062,-1.302,0.899,1.039,0.009
2019-03-20,2019,3,20,1,0,0,-3.396,418,0.75,-0.12,1540.0,7.92,3.6,-0.06,5020.0,7.71,0.459,0.175,0.144,0.22,721.2,641.597,7.965,0.299,-0.65,-0.051,-0.906,-0.051,0.572,1.39,-0.45,-0.313,-0.636,0.891,-0.77,-0.761,-0.05,-1.556,0.803,0.954
2019-03-21,2019,3,21,1,0,0,0.0,419,0.45,0.075,233.0,8.25,0.75,-0.12,1540.0,7.92,0.399,0.072,0.168,0.188,490.6,453.311,7.971,0.298,0.712,-0.754,0.712,-1.382,-0.892,0.541,1.497,-0.653,-0.229,-0.392,1.77,-0.581,-0.07,-0.07,-1.58,0.785
2019-03-22,2019,3,22,1,0,0,30.344,420,0.3,0.045,227.0,8.205,0.45,0.075,233.0,8.25,0.879,1.104,-0.324,1.166,530.6,433.279,7.893,0.255,1.786,-0.389,-0.484,-0.389,-1.767,0.278,0.509,0.664,-0.225,-0.331,-0.502,1.76,-0.13,0.224,0.224,-1.543
2019-03-25,2019,3,25,1,0,0,-9.405,421,0.45,0.45,1293.0,7.5,0.3,0.045,227.0,8.205,1.029,1.055,-0.186,1.258,526.6,436.86,7.815,0.186,0.02,1.726,-0.549,-0.648,0.732,-1.748,0.148,0.362,-0.732,-0.214,-0.32,-0.489,0.0,0.243,0.728,0.728
2019-03-26,2019,3,26,1,0,0,10.909,422,0.345,0.27,313.0,7.95,0.45,0.45,1293.0,7.5,1.119,1.012,-0.456,1.232,545.4,478.158,7.965,0.17,-0.216,-0.068,1.711,-0.661,-0.36,0.967,-1.566,0.37,1.76,-0.708,-0.235,-0.331,1.679,-0.884,-0.619,-0.088
2019-03-27,2019,3,27,1,0,0,18.596,423,0.45,0.0,387.0,7.95,0.345,0.27,313.0,7.95,1.407,0.939,-0.828,1.239,573.4,465.066,8.085,0.31,0.403,-0.54,-0.38,1.537,-0.615,-0.058,1.262,-1.257,-0.259,1.749,-0.788,-0.302,1.498,0.532,-0.87,-0.725
2019-03-28,2019,3,28,1,0,0,0.0,424,2.85,-2.385,433.0,7.86,0.45,0.0,387.0,7.95,1.332,1.044,-0.828,1.239,522.6,502.855,8.205,0.357,-1.205,0.434,-0.414,-0.27,0.668,-0.615,-0.058,1.262,-0.775,-0.138,1.719,-0.628,0.965,0.965,0.126,-1.091
2019-03-29,2019,3,29,1,0,0,-0.707,425,1.05,0.735,207.0,7.815,2.85,-2.385,433.0,7.86,0.774,0.727,-0.339,0.909,440.0,552.702,8.331,0.314,-0.982,-0.962,1.391,0.173,0.439,0.373,-1.376,-0.617,-0.76,-0.555,0.024,1.713,0.507,0.698,0.698,-0.258
2019-04-01,2019,4,1,2,1,0,8.065,426,0.9,-0.9,1387.0,8.25,1.05,0.735,207.0,7.815,0.963,0.915,-0.636,0.686,560.0,554.598,8.628,0.395,1.128,-0.987,-0.971,0.898,-0.166,1.015,0.927,-1.391,0.445,-0.974,-0.77,-0.193,1.699,-0.349,-0.197,-0.197
2019-04-02,2019,4,2,2,0,0,-3.509,427,1.785,-1.59,453.0,8.55,0.9,-0.9,1387.0,8.25,0.843,0.963,-0.396,0.775,286.6,340.679,8.688,0.343,-0.564,1.196,-0.813,-0.797,0.899,-0.457,0.589,0.511,-0.783,1.528,-0.783,-0.451,-0.402,1.784,-0.577,-0.402
2019-04-03,2019,4,3,2,0,0,0.0,428,0.075,0.0,133.0,8.55,1.785,-1.59,453.0,8.55,0.486,0.851,-0.078,0.395,197.4,344.584,8.658,0.364,-0.571,-0.219,1.773,-0.5,0.197,0.956,-1.699,0.349,-0.553,-0.515,1.769,-0.515,-0.709,-0.297,1.763,-0.461
2019-04-04,2019,4,4,2,0,0,1.304,429,0.06,0.06,20.0,8.49,0.075,0.0,133.0,8.55,0.489,0.849,-0.096,0.393,206.8,343.026,8.328,0.875,-0.47,-0.576,-0.223,1.773,0.015,0.244,1.007,-1.664,-0.078,-0.582,-0.545,1.75,-1.631,0.082,0.254,1.11
2019-04-05,2019,4,5,2,0,0,15.572,430,1.995,-0.75,807.0,9.3,0.06,0.06,20.0,8.49,0.807,0.941,-0.357,0.627,217.4,336.568,8.229,0.88,0.896,-0.762,-0.857,-0.539,-1.416,0.426,0.569,1.048,-0.429,-0.111,-0.625,-0.587,-0.266,-1.51,0.194,0.365
2019-04-08,2019,4,8,2,0,0,18.592,431,0.3,0.3,20.0,8.55,1.995,-0.75,807.0,9.3,0.849,1.01,-0.516,0.822,120.0,130.937,8.031,0.664,1.343,0.793,-0.752,-0.841,-1.252,-0.887,0.518,0.628,1.527,-0.359,0.458,-0.863,0.42,-0.054,-1.703,0.556
2019-04-09,2019,4,9,2,0,0,0.0,432,0.0,0.0,7.0,8.4,0.3,0.3,20.0,8.55,0.789,1.058,-0.576,0.756,122.6,128.562,8.091,0.733,-0.746,1.338,0.814,-0.66,0.762,-1.282,-0.885,0.643,-0.697,1.535,-0.386,0.446,1.036,0.299,-0.131,-1.626
2019-04-10,2019,4,10,2,0,0,-5.2,433,0.09,-0.09,180.0,6.9,0.0,0.0,7.0,8.4,0.867,0.998,-0.498,0.845,178.6,126.587,7.911,0.748,-0.478,-0.868,1.34,0.784,1.051,0.589,-1.239,-0.884,0.856,-1.15,1.117,-0.834,-0.549,1.255,0.533,0.112
2019-04-11,2019,4,11,2,0,0,0.0,434,1.65,-1.245,73.0,7.995,0.09,-0.09,180.0,6.9,0.849,1.016,-0.48,0.857,194.6,131.758,8.031,0.573,-0.835,-0.452,-0.835,1.334,0.56,1.015,0.56,-1.243,0.496,0.701,-1.226,0.952,-0.927,-0.927,1.429,0.487
2019-04-12,2019,4,12,2,0,0,7.273,435,2.205,-1.545,320.0,8.31,1.65,-1.245,73.0,7.995,0.795,0.969,-0.351,0.755,581.4,804.888,8.082,0.58,0.604,-0.82,-0.418,-0.82,-0.33,0.465,0.981,0.465,1.771,-0.399,-0.366,-0.681,0.289,-1.003,-1.003,1.323
2019-04-15,2019,4,15,2,0,0,3.39,436,0.0,0.0,33.0,8.85,2.205,-1.545,320.0,8.31,0.534,0.6,-0.102,0.371,682.8,795.606,8.19,0.676,0.61,1.41,-0.89,-0.24,-0.534,-1.343,0.275,1.327,0.181,1.664,-0.531,-0.497,0.977,0.089,-1.021,-1.021
2019-04-16,2019,4,16,2,0,0,0.0,437,0.39,0.39,287.0,7.5,0.0,0.0,33.0,8.85,0.534,0.6,-0.102,0.371,682.8,795.606,7.947,0.592,-0.89,0.61,1.41,-0.89,0.275,-0.534,-1.343,0.275,-0.817,0.181,1.664,-0.531,-0.527,1.524,0.511,-0.754
2019-04-17,2019,4,17,2,0,0,4.618,438,0.0,0.0,260.0,7.5,0.39,0.39,287.0,7.5,0.846,0.857,-0.249,0.254,740.0,769.902,7.941,0.598,1.288,-0.987,0.063,0.623,-0.377,0.979,-0.2,-1.379,-0.217,-0.918,0.113,1.646,-0.787,-0.511,1.519,0.516
2019-04-18,2019,4,18,2,0,0,-3.97,439,1.38,-0.6,2007.0,8.25,0.0,0.0,260.0,7.5,1.086,0.718,-0.186,0.352,756.0,758.175,8.028,0.548,0.159,1.204,-1.513,-0.259,1.424,-0.452,0.529,-0.324,-0.549,-0.241,-0.954,0.094,-0.17,-1.019,-0.718,1.501
2019-04-22,2019,4,22,2,0,0,6.4,440,0.9,-0.3,827.0,8.85,1.38,-0.6,2007.0,8.25,0.906,0.738,-0.162,0.319,422.6,296.476,7.878,0.574,-0.577,0.398,1.415,-1.228,-0.996,1.495,-0.573,0.508,-0.279,-0.279,0.507,-1.314,-0.659,0.099,-0.711,-0.424
2019-04-23,2019,4,23,2,0,0,1.639,441,0.0,0.0,33.0,7.635,0.9,-0.3,827.0,8.85,0.75,0.818,-0.126,0.31,270.6,223.039,7.572,0.232,-0.77,-0.33,0.55,1.467,0.019,-1.143,1.424,-0.707,-0.913,0.311,0.311,1.356,-1.087,-0.311,1.566,-0.44
2019-04-24,2019,4,24,2,0,0,4.0,442,1.95,-0.345,573.0,7.47,0.0,0.0,33.0,7.635,0.9,0.707,-0.186,0.308,474.6,369.662,7.545,0.23,-0.212,-1.103,-0.594,0.424,-0.37,0.214,-0.954,1.625,1.565,-1.103,-0.364,-0.364,-0.195,-0.976,-0.195,1.692
2019-04-25,2019,4,25,2,0,0,0.0,443,1.2,0.315,340.0,7.935,1.95,-0.345,573.0,7.47,0.657,0.397,-0.117,0.302,745.4,754.937,7.551,0.228,0.197,0.234,-1.354,-0.446,0.387,-0.605,-0.01,-1.201,1.565,0.407,-0.899,-0.537,-0.223,-0.223,-1.011,-0.223
2019-04-26,2019,4,26,2,0,0,-8.889,444,0.48,-0.48,340.0,7.5,1.2,0.315,340.0,7.935,0.72,0.513,-0.06,0.411,1564.0,1758.07,7.314,0.325,1.551,0.029,0.059,-1.171,1.605,0.146,-0.583,-0.146,1.632,0.206,-0.291,-0.852,-1.737,0.573,0.573,0.018
2019-04-29,2019,4,29,2,0,0,0.0,445,0.12,-0.12,67.0,7.32,0.48,-0.48,340.0,7.5,0.624,0.605,0.036,0.338,1496.0,1822.638,7.164,0.385,-1.031,1.472,0.183,0.208,-0.106,1.667,-0.106,-0.993,-0.821,1.611,0.236,-0.243,-1.075,-1.075,0.873,0.873
2019-04-30,2019,4,30,2,0,1,-0.543,446,0.75,-0.3,1053.0,7.5,0.12,-0.12,67.0,7.32,1.158,1.058,0.066,0.328,1806.6,1641.57,6.804,0.81,1.543,-1.095,0.337,-0.4,-0.11,-0.202,1.63,-0.202,-0.114,-1.101,1.6,0.073,-1.586,-0.067,-0.067,0.859
2019-05-01,2019,5,1,2,1,0,11.111,447,0.735,0.0,1927.0,7.5,0.75,-0.3,1053.0,7.5,1.458,1.124,-0.024,0.48,1992.0,1586.608,6.654,0.712,0.705,1.185,-1.297,0.051,-1.513,0.113,0.05,1.301,-0.008,-0.234,-1.256,1.539,0.135,-1.592,0.135,0.135
2019-05-02,2019,5,2,2,0,0,-18.203,448,1.515,0.6,4433.0,6.75,0.735,0.0,1927.0,7.5,1.692,1.056,0.207,0.715,2626.6,2104.231,6.423,0.534,0.202,0.529,1.04,-1.603,1.326,-1.339,-0.248,-0.29,1.175,-0.307,-0.478,-1.248,-0.146,0.612,-1.69,0.612
2019-05-03,2019,5,3,2,0,0,9.091,449,0.0,0.0,0.0,6.75,1.515,0.6,4433.0,6.75,1.689,1.056,-0.063,0.781,2624.0,2101.447,6.723,0.99,-0.179,0.205,0.531,1.042,-0.88,1.559,-0.88,0.119,0.855,1.178,-0.306,-0.478,1.542,-0.382,0.027,-1.215
2019-05-06,2019,5,6,2,0,0,-1.818,450,2.79,0.03,1620.0,5.52,0.0,0.0,0.0,6.75,1.719,0.997,-0.033,0.787,3060.0,1583.161,7.023,1.205,-1.574,-0.22,0.187,0.533,0.233,-0.911,1.51,-0.911,-0.556,0.859,1.289,-0.682,1.019,1.019,-0.563,-0.227
2019-05-07,2019,5,7,2,0,0,0.0,451,2.25,-0.75,1980.0,6.75,2.79,0.03,1620.0,5.52,1.311,0.856,-0.039,0.786,3198.6,1450.341,7.359,0.868,-0.655,-1.356,0.221,0.694,0.05,0.24,-0.904,1.518,-0.611,-0.702,0.842,1.311,-0.183,1.027,1.027,-1.169
2019-05-08,2019,5,8,2,0,0,-0.207,452,1.905,1.155,5100.0,6.345,2.25,-0.75,1980.0,6.75,0.891,0.793,0.114,0.681,3128.0,1530.848,7.461,0.806,-0.934,-0.178,-0.934,0.768,-0.145,-0.167,0.053,-1.269,-0.981,-0.532,-0.619,0.844,-0.249,-0.324,0.979,0.979
2019-05-09,2019,5,9,2,0,0,2.041,453,1.5,-0.75,4420.0,8.25,1.905,1.155,5100.0,6.345,0.57,0.575,-0.147,0.353,2214.6,1418.425,7.662,0.539,-0.469,-0.73,0.313,-0.73,-0.008,0.458,0.416,0.84,-1.186,-0.414,0.069,-0.024,-0.578,-0.745,-0.856,1.09
2019-05-10,2019,5,10,2,0,0,-2.083,454,0.15,0.15,2180.0,8.25,1.5,-0.75,4420.0,8.25,0.327,0.247,0.033,0.125,1474.6,818.499,7.452,0.45,-0.17,-0.109,-0.717,1.712,0.938,-1.467,-0.144,-0.264,-0.922,-1.15,0.186,1.024,-0.56,-0.227,-0.426,-0.56
2019-05-13,2019,5,13,2,0,0,35.417,455,0.75,0.0,2313.0,7.2,0.15,0.15,2180.0,8.25,0.807,1.0,-0.507,1.147,1232.0,732.386,7.242,0.066,1.742,-0.522,-0.507,-0.657,-1.781,0.573,0.311,0.455,-0.362,-0.699,-0.954,0.539,-0.639,-0.639,1.643,0.274
2019-05-14,2019,5,14,2,0,0,-20.0,456,0.15,0.015,1627.0,7.26,0.75,0.0,2313.0,7.2,0.897,1.014,-0.267,1.381,788.0,567.591,7.002,0.563,0.299,1.63,-0.604,-0.589,1.062,-1.653,0.302,0.085,-1.224,0.315,-0.12,-0.449,-1.778,0.351,0.351,0.618
2019-05-15,2019,5,15,2,0,0,0.0,457,0.3,-0.15,533.0,7.35,0.15,0.015,1627.0,7.26,0.867,1.043,-0.27,1.38,470.6,400.158,6.93,0.545,-0.831,0.319,1.613,-0.558,0.196,1.065,-1.652,0.304,-1.076,-0.944,1.241,0.623,-0.055,-1.706,0.495,0.495
2019-05-16,2019,5,16,2,0,0,-14.286,458,0.285,0.15,720.0,7.2,0.3,-0.15,533.0,7.35,1.047,0.998,-0.06,1.48,414.6,408.742,6.72,0.545,0.153,-1.049,0.153,1.506,0.649,0.041,0.852,-1.683,-0.395,-0.916,-0.787,1.351,-0.771,0.33,-1.321,0.881
2019-05-17,2019,5,17,2,0,0,6.667,459,2.55,-2.55,967.0,7.2,0.285,0.15,720.0,7.2,1.08,0.969,-0.18,1.483,513.2,539.408,6.63,0.479,-0.65,0.124,-1.115,0.124,-0.182,0.728,0.121,0.931,1.297,-0.482,-0.877,-0.779,0.25,-0.689,0.564,-1.315
2019-05-20,2019,5,20,2,0,0,12.5,460,1.2,1.2,93.0,6.0,2.55,-2.55,967.0,7.2,0.75,0.52,0.15,0.887,349.2,489.268,6.63,0.479,0.289,-0.577,0.866,-1.443,-1.183,-0.676,0.845,-0.169,-0.413,1.765,-0.197,-0.632,1.19,0.25,-0.689,0.564
2019-05-21,2019,5,21,2,0,0,-7.143,461,0.0,0.0,40.0,6.9,1.2,1.2,93.0,6.0,0.6,0.462,0.0,0.712,370.6,477.458,6.69,0.391,-0.324,0.649,-0.324,1.298,0.632,-1.265,-0.632,1.265,-0.357,-0.468,1.764,-0.246,-0.997,1.304,0.153,-0.997
2019-05-22,2019,5,22,2,0,0,-2.222,462,1.2,0.9,253.0,6.3,0.0,0.0,40.0,6.9,0.636,0.408,0.03,0.715,897.2,1085.942,6.66,0.376,-1.118,-0.456,0.648,-0.456,0.168,0.588,-1.301,-0.672,1.635,-0.642,-0.691,0.291,0.239,-0.956,1.434,0.239
2019-05-23,2019,5,23,2,0,0,7.787,463,0.45,-0.45,1213.0,6.75,1.2,0.9,253.0,6.3,0.546,0.283,-0.264,0.551,1012.0,1029.698,6.864,0.408,0.722,-1.295,-0.34,1.253,-0.555,0.752,1.296,-1.154,-0.18,1.613,-0.789,-0.84,1.118,-0.28,-1.383,0.824
2019-05-24,2019,5,24,2,0,0,0.0,464,0.9,-0.9,147.0,7.2,0.45,-0.45,1213.0,6.75,0.576,0.278,-0.174,0.55,1360.0,1356.713,6.924,0.409,0.086,0.627,-1.426,-0.454,0.317,-0.72,0.589,1.135,1.174,-0.393,0.968,-0.855,0.308,0.969,-0.426,-1.526
2019-05-28,2019,5,28,2,0,0,2.041,465,0.45,0.45,200.0,6.3,0.9,-0.9,147.0,7.2,0.546,0.239,-0.024,0.377,1645.2,1175.796,6.954,0.439,0.852,0.226,0.852,-1.529,-0.334,0.064,-1.447,0.461,-0.061,1.112,-0.696,0.874,0.903,0.219,0.835,-0.465
2019-05-29,2019,5,29,2,0,0,6.25,466,0.18,0.15,2673.0,6.75,0.45,0.45,200.0,6.3,0.579,0.234,-0.204,0.302,1650.6,1167.532,7.134,0.245,0.154,0.73,0.09,0.73,-0.815,0.179,0.676,-1.213,-1.219,-0.066,1.116,-0.705,0.269,0.882,-0.343,0.759
