date,date_year,date_month,date_day,date_quarter,date_is_month_start,date_is_month_end,returns_prc,day_num,high_low_diff_mean,high_low_diff_std,open_close_diff_mean,open_close_diff_std,volume_mean,volume_std,adj_close_mean,adj_close_std,high_low_diff,lag_1_high_low_diff,lag_2_high_low_diff,lag_3_high_low_diff,open_close_diff,lag_1_open_close_diff,lag_2_open_close_diff,lag_3_open_close_diff,volume,lag_1_volume,lag_2_volume,lag_3_volume,adj_close,lag_1_adj_close,lag_2_adj_close,lag_3_adj_close
2010-08-05,2010,8,5,3,0,0,-5.33,26,0.088,0.012,0.018,0.072,14698500.0,3371192.185,1.415,0.05,0.972,0.054,-1.026,-3.672,0.752,0.382,-1.135,-0.644,-0.817,-0.298,1.115,-1.165,-1.026,0.053,0.972,-0.4
2010-08-06,2010,8,6,3,0,0,-2.603,27,0.077,0.03,0.051,0.02,12255500.0,1311477.316,1.362,0.056,-1.134,0.754,0.381,-0.059,-0.853,1.1,-0.247,-5.771,-0.859,-0.238,1.098,4.729,-1.01,0.02,0.99,1.816
2010-08-09,2010,8,9,3,0,0,-1.531,28,0.059,0.035,0.042,0.027,11754000.0,555654.344,1.325,0.033,-0.678,-0.471,1.148,0.828,-0.815,-0.301,1.116,0.138,0.786,-1.126,0.34,3.493,-0.567,-0.587,1.155,2.795
2010-08-10,2010,8,10,3,0,0,-3.258,29,0.044,0.01,0.032,0.011,14179500.0,4396949.056,1.294,0.022,1.076,-0.901,-0.176,5.491,0.882,-1.087,0.205,3.773,1.146,-0.452,-0.694,-0.509,-1.155,0.593,0.562,3.198
2010-08-11,2010,8,11,3,0,0,-4.413,30,0.053,0.017,0.038,0.017,14458000.0,4125134.816,1.256,0.058,0.927,0.132,-1.06,-0.622,0.884,0.201,-1.085,-0.241,-0.605,1.154,-0.55,-0.807,-1.09,0.216,0.875,0.863
2010-08-12,2010,8,12,3,0,0,-1.136,31,0.053,0.017,0.036,0.02,13849500.0,4718779.0,1.212,0.05,-1.067,0.915,0.152,-0.991,-1.109,0.834,0.274,-0.779,-0.738,-0.4,1.138,-0.352,-0.765,-0.367,1.132,1.888
2010-08-13,2010,8,13,3,0,0,0.764,32,0.052,0.017,0.019,0.031,10613000.0,1245655.249,1.196,0.024,0.051,-1.025,0.973,0.205,-0.9,-0.177,1.077,0.715,-0.885,-0.199,1.085,6.909,1.051,-0.94,-0.111,3.014
2010-08-16,2010,8,16,3,0,0,1.757,33,0.041,0.01,-0.006,0.018,9054000.0,1588859.025,1.216,0.04,-0.477,1.149,-0.672,2.71,-0.894,-0.186,1.08,3.277,-1.112,0.287,0.825,1.832,0.919,0.146,-1.065,-0.56
2010-08-17,2010,8,17,3,0,0,0.992,34,0.043,0.009,-0.015,0.007,7838500.0,1475205.833,1.25,0.028,-0.235,-0.862,1.097,-1.097,0.305,-1.117,0.812,4.265,-0.759,-0.374,1.133,1.713,0.962,0.072,-1.034,-2.766
2010-08-18,2010,8,18,3,0,0,-4.369,35,0.048,0.016,0.007,0.042,7675000.0,1198565.08,1.26,0.014,1.139,-0.403,-0.736,0.305,1.147,-0.462,-0.685,-0.382,1.122,-0.798,-0.324,1.531,-0.6,1.154,-0.554,-2.678
2010-08-19,2010,8,19,3,0,0,1.331,36,0.056,0.013,0.008,0.04,8141500.0,1243550.964,1.26,0.014,0.39,0.746,-1.136,-1.543,-0.627,1.153,-0.527,-0.76,0.438,0.706,-1.144,-0.687,-0.53,-0.624,1.153,-0.577
2010-08-20,2010,8,20,3,0,0,2.356,37,0.056,0.014,0.003,0.046,7382000.0,2553281.271,1.259,0.012,-1.138,0.401,0.737,-1.042,-0.718,-0.425,1.142,-0.337,-1.152,0.511,0.641,-0.26,1.153,-0.522,-0.631,1.423
2010-08-23,2010,8,23,3,0,0,5.166,38,0.065,0.026,-0.039,0.027,9816000.0,6020742.334,1.289,0.047,1.057,-0.931,-0.126,0.05,-1.12,0.317,0.803,3.409,1.081,-0.893,-0.188,-0.132,1.126,-0.342,-0.784,-0.813
2010-08-24,2010,8,24,3,0,0,-0.26,39,0.061,0.028,-0.032,0.036,10286000.0,5943016.343,1.298,0.038,-0.375,1.133,-0.758,0.008,0.971,-1.026,0.055,0.422,-0.032,1.016,-0.984,-0.269,-0.487,1.15,-0.663,-1.209
2010-08-25,2010,8,25,3,0,0,3.719,40,0.079,0.025,-0.038,0.038,11322500.0,4512682.462,1.316,0.032,0.617,-1.154,0.537,-1.583,-0.29,1.113,-0.823,0.225,-0.836,-0.272,1.108,-1.525,0.323,-1.122,0.798,-1.328
2010-08-26,2010,8,26,3,0,0,-0.709,41,0.063,0.027,-0.012,0.032,8051000.0,1846551.99,1.308,0.025,-0.684,1.148,-0.464,1.074,0.668,-1.15,0.482,-1.769,-0.836,-0.272,1.108,4.479,0.362,0.769,-1.131,1.393
2010-08-27,2010,8,27,3,0,0,-0.254,42,0.055,0.036,-0.012,0.032,6583500.0,930112.493,1.319,0.007,-0.832,-0.277,1.109,-0.111,0.482,0.668,-1.15,0.482,-0.956,-0.082,1.039,3.777,-0.801,-0.32,1.121,-5.604
2010-08-30,2010,8,30,3,0,0,0.856,43,0.036,0.01,0.0,0.011,7731000.0,2853214.503,1.318,0.006,0.26,-1.104,0.844,5.716,-1.108,0.272,0.836,-4.682,1.143,-0.714,-0.429,-0.064,1.106,-0.839,-0.267,1.45
2010-08-31,2010,8,31,3,0,1,-0.924,44,0.031,0.007,0.001,0.012,6567500.0,4058867.053,1.312,0.013,-0.095,1.044,-0.949,1.898,0.904,-1.074,0.17,0.678,-0.875,1.09,-0.215,-0.015,-1.04,0.955,0.085,0.341
2010-09-01,2010,9,1,3,1,0,4.059,45,0.047,0.022,-0.018,0.034,7144000.0,3995089.517,1.329,0.033,1.136,-0.747,-0.389,-1.016,-1.085,0.884,0.201,0.63,0.07,-1.033,0.963,-0.363,1.059,-0.929,-0.13,-0.478
2010-09-02,2010,9,2,3,0,0,3.276,46,0.055,0.022,-0.03,0.036,5915500.0,2511289.111,1.355,0.053,0.316,0.804,-1.12,-0.753,-0.445,-0.701,1.145,0.506,0.554,0.6,-1.154,2.021,0.916,0.151,-1.067,-0.577
2010-09-03,2010,9,3,3,0,0,0.855,47,0.059,0.015,-0.038,0.023,7083000.0,491929.111,1.39,0.023,-1.081,0.19,0.891,-1.871,1.13,-0.361,-0.77,2.183,-1.147,0.454,0.692,-8.266,0.563,0.592,-1.155,-3.931
2010-09-07,2010,9,7,3,0,0,-0.341,48,0.046,0.015,-0.018,0.026,5825500.0,1923896.242,1.392,0.02,-0.866,-0.228,1.094,1.824,0.869,0.224,-1.093,-1.454,-1.13,0.36,0.77,0.831,-1.155,0.56,0.594,-1.457
2010-09-08,2010,9,8,3,0,0,1.148,49,0.033,0.01,-0.008,0.011,4832000.0,1499460.903,1.389,0.017,-1.011,0.023,0.988,2.988,-0.75,1.135,-0.385,-3.487,-0.337,-0.788,1.125,1.65,0.267,-1.106,0.839,0.878
2010-09-09,2010,9,9,3,0,0,-1.4,50,0.027,0.006,0.003,0.018,4540000.0,1013095.751,1.381,0.012,-0.517,-0.636,1.153,2.822,0.939,-1.052,0.113,-0.826,1.089,-0.211,-0.878,1.953,-0.037,1.018,-0.981,1.851
2010-09-10,2010,9,10,3,0,0,-2.876,51,0.042,0.031,0.014,0.028,5256000.0,809171.799,1.373,0.025,1.155,-0.567,-0.588,-0.269,0.89,0.192,-1.082,-0.337,0.671,0.478,-1.149,-1.984,-1.118,0.308,0.81,-0.141
2010-09-13,2010,9,13,3,0,0,-0.821,52,0.043,0.03,0.023,0.014,5618000.0,194707.473,1.369,0.021,-0.533,1.154,-0.621,-0.642,-0.838,1.107,-0.269,-2.783,-1.058,0.93,0.128,-6.636,0.593,-1.155,0.561,1.165
2010-09-14,2010,9,14,3,0,0,2.746,53,0.059,0.028,0.004,0.039,7010500.0,2441212.25,1.378,0.032,0.454,-1.146,0.693,-1.242,-1.082,0.193,0.89,0.397,1.151,-0.655,-0.496,-0.56,0.943,0.105,-1.048,0.084
2010-09-15,2010,9,15,3,0,0,4.55,54,0.06,0.029,-0.031,0.04,8500500.0,2684103.621,1.418,0.043,0.731,0.408,-1.14,0.639,-0.894,-0.186,1.08,1.772,0.659,0.492,-1.151,-1.006,1.098,-0.238,-0.859,-1.714
2010-09-16,2010,9,16,3,0,0,-5.778,55,0.102,0.046,-0.008,0.078,20119000.0,17450553.781,1.423,0.037,1.149,-0.472,-0.677,-1.655,1.136,-0.747,-0.389,0.25,1.155,-0.564,-0.59,-0.843,-0.732,1.139,-0.408,-1.127
2010-09-17,2010,9,17,3,0,0,-3.905,56,0.112,0.038,0.022,0.078,22838000.0,15578698.461,1.403,0.059,-0.285,1.112,-0.826,-1.071,0.389,0.747,-1.136,-0.778,-0.312,1.119,-0.807,-0.836,-0.932,-0.125,1.057,0.08
2010-09-20,2010,9,20,3,0,0,1.852,57,0.112,0.039,0.036,0.055,24152500.0,14082390.6,1.383,0.03,-0.838,-0.27,1.107,-0.803,-1.117,0.305,0.812,-1.852,-0.706,-0.438,1.144,-0.986,0.706,-1.144,0.438,2.757
2010-09-21,2010,9,21,3,0,0,-0.578,58,0.08,0.021,0.012,0.039,14710000.0,3049341.117,1.379,0.028,-0.989,-0.021,1.01,3.51,-0.09,-0.952,1.042,1.752,-0.908,-0.163,1.072,8.381,0.198,0.886,-1.084,0.601
2010-09-22,2010,9,22,3,0,0,-5.033,59,0.072,0.011,0.016,0.047,13532000.0,1383541.922,1.371,0.041,0.455,-1.147,0.692,2.649,1.076,-0.175,-0.901,0.777,0.659,-1.151,0.492,3.213,-1.123,0.328,0.795,-0.543
2010-09-23,2010,9,23,3,0,0,-1.687,60,0.059,0.017,0.032,0.031,12135000.0,2217439.909,1.338,0.042,-0.98,1.019,-0.039,1.176,-0.334,1.124,-0.791,-1.9,-0.953,1.041,-0.088,0.937,-0.806,-0.313,1.119,1.58
2010-09-24,2010,9,24,3,0,0,0.746,61,0.052,0.022,0.026,0.039,11049500.0,3014463.136,1.323,0.018,-0.723,-0.418,1.141,0.316,-0.941,-0.11,1.05,-0.473,-0.785,-0.341,1.126,0.295,0.947,-1.046,0.098,3.42
2010-09-27,2010,9,27,3,0,0,0.633,62,0.043,0.007,0.001,0.018,8328000.0,1896407.591,1.338,0.032,1.029,-0.968,-0.06,4.57,-0.54,-0.614,1.154,3.621,-1.08,0.187,0.893,3.225,0.96,0.075,-1.036,-0.398
2010-09-28,2010,9,28,3,0,0,1.682,63,0.045,0.008,-0.014,0.008,11060000.0,6314092.156,1.378,0.044,0.447,0.698,-1.146,-0.307,-1.151,0.654,0.497,4.265,1.134,-0.757,-0.376,-0.164,1.092,-0.221,-0.871,-1.686
2010-09-29,2010,9,29,3,0,0,3.594,64,0.053,0.006,-0.028,0.022,18012000.0,11631611.571,1.42,0.049,1.139,-0.735,-0.404,-2.829,-1.085,0.199,0.886,0.826,0.991,0.018,-1.009,-0.802,0.927,0.132,-1.06,-1.649
2010-09-30,2010,9,30,3,0,1,-7.79,65,0.08,0.044,0.01,0.085,26898000.0,7707078.678,1.418,0.053,1.145,-0.445,-0.7,-0.655,1.138,-0.739,-0.399,-0.218,0.784,0.343,-1.126,-2.675,-1.075,0.903,0.172,-0.924
