date,date_year,date_month,date_day,date_quarter,date_is_month_start,date_is_month_end,returns_prc,day_num,high_low_diff_mean,high_low_diff_std,open_close_diff_mean,open_close_diff_std,volume_mean,volume_std,adj_close_mean,adj_close_std,high_low_diff,lag_1_high_low_diff,lag_2_high_low_diff,lag_3_high_low_diff,open_close_diff,lag_1_open_close_diff,lag_2_open_close_diff,lag_3_open_close_diff,volume,lag_1_volume,lag_2_volume,lag_3_volume,adj_close,lag_1_adj_close,lag_2_adj_close,lag_3_adj_close
2014-06-03,2014,6,3,2,0,0,0.708,988,0.464,0.089,0.082,0.155,70550000.0,12910365.574,13.72,0.114,-1.154,0.54,0.614,-1.631,-1.154,0.599,0.556,-0.39,-0.979,-0.041,1.02,-1.174,-0.506,-0.646,1.152,2.598
2014-06-04,2014,6,4,2,0,0,-0.176,989,0.421,0.08,0.034,0.136,59781500.0,9445048.981,13.636,0.033,-0.38,-0.754,1.134,1.217,-0.075,-0.96,1.035,0.986,-0.886,-0.198,1.084,2.534,-1.12,0.803,0.317,6.532
2014-06-05,2014,6,5,2,0,0,1.174,990,0.365,0.024,-0.078,0.094,56714000.0,4817055.013,13.685,0.099,-0.9,1.076,-0.176,6.143,-0.888,1.083,-0.195,2.687,0.852,-1.101,0.249,2.763,1.094,-0.867,-0.227,-0.389
2014-06-06,2014,6,6,2,0,0,-0.759,991,0.325,0.076,-0.011,0.137,52779000.0,7450792.173,13.757,0.143,-1.097,0.237,0.86,0.465,0.848,-1.103,0.255,-0.626,-0.895,1.079,-0.184,0.689,0.848,0.255,-1.103,-0.66
2014-06-09,2014,6,9,2,0,0,-1.286,992,0.324,0.074,0.04,0.178,49670500.0,9862043.64,13.786,0.096,0.841,-1.106,0.264,0.904,0.764,0.368,-1.132,-0.088,-0.769,-0.361,1.13,0.176,-1.035,0.961,0.074,-1.956
2014-06-10,2014,6,10,2,0,0,-1.053,993,0.33,0.077,0.141,0.035,46971000.0,5369886.242,13.684,0.196,0.41,0.73,-1.14,0.176,0.025,0.987,-1.012,-8.577,1.071,-0.91,-0.161,2.579,-1.008,0.017,0.991,0.559
2014-06-11,2014,6,11,2,0,0,1.453,994,0.377,0.014,0.04,0.207,51489500.0,8852923.415,13.602,0.104,0.476,-1.149,0.673,-9.964,-1.151,0.493,0.658,0.316,0.923,0.139,-1.062,-0.608,0.285,-1.112,0.826,2.668
2014-06-12,2014,6,12,2,0,0,-0.776,995,0.408,0.062,0.016,0.187,67429500.0,19771842.934,13.562,0.073,1.136,-0.391,-0.746,-0.348,0.476,-1.149,0.673,0.855,1.137,-0.393,-0.744,-1.282,0.083,0.956,-1.039,1.728
2014-06-13,2014,6,13,2,0,0,0.794,996,0.403,0.067,-0.067,0.156,67577500.0,19607669.137,13.654,0.099,-0.823,1.113,-0.29,-0.616,-0.269,1.107,-0.838,1.342,-0.735,1.139,-0.404,-0.758,1.093,-0.868,-0.225,-1.693
2014-06-16,2014,6,16,2,0,0,7.947,997,0.702,0.506,-0.398,0.694,113922000.0,75679908.676,14.101,0.762,1.145,-0.702,-0.443,-0.63,-1.141,0.416,0.725,0.288,1.12,-0.803,-0.317,-0.717,1.145,-0.446,-0.7,-0.616
2014-06-17,2014,6,17,2,0,0,3.263,998,0.825,0.468,-0.601,0.547,150478000.0,84277105.214,14.727,0.868,0.045,0.977,-1.022,-0.742,0.178,-1.077,0.899,1.292,0.583,0.572,-1.155,-0.719,0.827,0.285,-1.112,-1.334
2014-06-18,2014,6,18,2,0,0,-1.928,999,0.834,0.455,-0.467,0.742,167457500.0,54868360.685,15.187,0.239,-1.013,0.027,0.986,-1.069,1.024,-0.049,-0.974,0.483,-1.155,0.585,0.569,-2.083,-0.19,1.081,-0.891,-5.974
2014-06-19,2014,6,19,2,0,0,-0.479,1000,0.591,0.239,-0.046,0.411,145191000.0,49104092.398,15.257,0.164,-0.154,-0.914,1.068,2.894,0.29,0.823,-1.113,-2.781,-0.271,-0.837,1.107,1.09,-0.436,-0.708,1.144,-1.73
2014-06-20,2014,6,20,2,0,0,0.466,1001,0.422,0.116,0.098,0.183,103186000.0,29179808.563,15.211,0.085,-0.716,1.143,-0.427,3.67,-0.924,-0.137,1.062,-3.289,-1.015,0.984,0.031,3.303,1.114,-0.295,-0.819,2.743
2014-06-23,2014,6,23,2,0,0,3.25,1002,0.537,0.19,-0.171,0.306,107440500.0,30289728.754,15.436,0.334,0.953,-1.041,0.089,-0.866,-1.122,0.326,0.797,1.514,0.311,-1.119,0.807,-0.11,1.136,-0.388,-0.748,-0.882
2014-06-24,2014,6,24,2,0,0,-2.783,1003,0.58,0.209,-0.051,0.473,103854500.0,26323909.436,15.54,0.257,0.493,0.658,-1.151,-0.125,1.02,-0.978,-0.042,0.262,0.657,0.494,-1.151,1.065,-0.157,1.069,-0.912,-1.38
2014-06-25,2014,6,25,2,0,0,1.621,1004,0.63,0.124,-0.113,0.489,108343000.0,18585944.064,15.702,0.176,-1.143,0.432,0.711,-2.333,-0.293,1.114,-0.821,0.085,-1.147,0.688,0.459,-1.872,0.514,-1.152,0.639,-2.257
2014-06-26,2014,6,26,2,0,0,-0.666,1005,0.528,0.14,0.093,0.344,94994500.0,23208982.189,15.666,0.15,-0.823,-0.289,1.113,1.361,0.033,-1.016,0.983,-1.766,-0.783,-0.343,1.126,0.942,0.267,0.839,-1.107,0.985
2014-06-27,2014,6,27,2,0,0,1.828,1006,0.422,0.061,-0.148,0.219,82790000.0,5318173.653,15.812,0.117,-0.912,-0.157,1.069,4.288,-0.656,1.151,-0.495,2.642,0.326,-1.122,0.796,7.211,1.073,-0.906,-0.168,-2.678
2014-06-30,2014,6,30,2,0,1,0.212,1007,0.382,0.027,-0.074,0.201,77925000.0,6123105.095,15.883,0.156,-0.59,-0.565,1.155,3.946,0.197,-1.084,0.887,-0.908,-0.898,1.078,-0.18,1.486,0.778,0.35,-1.128,-0.577
2014-07-01,2014,7,1,3,1,0,-1.143,1008,0.35,0.029,-0.048,0.237,73998500.0,9836116.65,15.974,0.034,-1.155,0.566,0.589,2.172,0.97,0.057,-1.027,0.641,-0.911,-0.16,1.07,0.287,0.21,0.878,-1.088,-7.893
2014-07-02,2014,7,2,3,0,0,-4.895,1009,0.566,0.391,0.299,0.404,85960500.0,30062792.647,15.76,0.403,1.152,-0.64,-0.512,-0.511,1.112,-0.288,-0.824,-1.461,1.146,-0.696,-0.45,-0.048,-1.154,0.549,0.605,0.44
2014-07-03,2014,7,3,3,0,0,-0.89,1010,0.62,0.36,0.356,0.341,87651000.0,29046856.461,15.52,0.4,-0.259,1.104,-0.845,-0.706,-0.644,1.152,-0.508,-1.143,-0.349,1.128,-0.778,-0.524,-0.592,-0.562,1.155,1.211
2014-07-07,2014,7,7,3,0,0,-2.174,1011,0.723,0.26,0.402,0.314,95439000.0,22303146.51,15.141,0.257,-0.377,-0.757,1.134,-1.569,-0.254,-0.848,1.103,-0.7,-0.315,-0.804,1.12,-1.363,-1.154,0.554,0.601,3.268
2014-07-08,2014,7,8,3,0,0,0.192,1012,0.533,0.09,0.144,0.175,94483000.0,20701508.55,14.911,0.344,-0.965,1.032,-0.067,5.396,-0.978,1.021,-0.043,3.449,1.114,-0.294,-0.82,1.252,-0.889,-0.194,1.083,1.118
2014-07-09,2014,7,9,3,0,0,0.802,1013,0.468,0.147,0.058,0.233,89226500.0,27915056.273,14.773,0.146,-0.915,-0.153,1.068,0.396,-0.762,-0.37,1.132,0.332,-0.985,1.014,-0.029,-0.42,0.666,-1.15,0.484,3.483
2014-07-10,2014,7,10,3,0,0,1.039,1014,0.397,0.057,-0.1,0.064,84077500.0,29520653.054,14.702,0.147,0.255,-1.103,0.848,3.971,-0.813,-0.304,1.117,6.573,-0.377,-0.757,1.134,0.147,-0.486,1.15,-0.664,0.968
2014-07-11,2014,7,11,3,0,0,-1.137,1015,0.338,0.073,-0.035,0.175,61408000.0,11715339.976,14.681,0.17,-0.975,1.024,-0.049,1.491,1.15,-0.668,-0.481,0.042,-1.014,0.986,0.028,4.792,-0.818,-0.297,1.115,-0.45
2014-07-14,2014,7,14,3,0,0,2.96,1016,0.523,0.326,-0.145,0.306,76847000.0,29449919.266,14.762,0.307,1.126,-0.786,-0.34,-0.579,-0.988,1.012,-0.024,0.083,1.059,-0.927,-0.132,-0.513,1.143,-0.716,-0.427,0.353
2014-07-15,2014,7,15,3,0,0,-3.256,1017,0.598,0.313,0.065,0.47,81120000.0,29533483.544,14.765,0.306,0.125,0.932,-1.057,-0.593,0.876,-1.09,0.214,-0.461,0.158,0.912,-1.069,-0.276,-0.412,1.14,-0.728,-0.438
2014-07-16,2014,7,16,3,0,0,-2.146,1018,0.686,0.184,0.113,0.493,84831000.0,23704426.628,14.743,0.331,-0.838,-0.269,1.107,-2.283,0.401,0.738,-1.138,0.106,-1.019,0.04,0.979,-1.489,-0.804,-0.316,1.12,-0.608
2014-07-17,2014,7,17,3,0,0,-0.353,1019,0.544,0.087,0.279,0.215,72062000.0,12714885.204,14.492,0.14,-0.924,-0.137,1.062,3.956,-1.065,0.146,0.919,-3.384,-0.183,-0.896,1.079,2.83,-0.943,-0.105,1.048,4.441
2014-07-18,2014,7,18,3,0,0,1.85,1020,0.449,0.091,0.03,0.292,64738000.0,4608065.511,14.502,0.155,-1.069,0.157,0.912,2.065,-1.034,0.071,0.963,1.532,-0.202,1.086,-0.883,4.566,1.069,-0.912,-0.157,0.881
2014-07-21,2014,7,21,3,0,0,1.492,1021,0.416,0.058,-0.147,0.173,63626500.0,6205936.412,14.577,0.189,0.29,-1.113,0.823,2.017,-0.42,-0.721,1.142,2.646,-1.014,0.029,0.985,-0.477,0.667,0.483,-1.15,-0.528
2014-07-22,2014,7,22,3,0,0,-1.189,1022,0.355,0.077,-0.106,0.243,54029500.0,11780420.377,14.67,0.032,-0.982,1.017,-0.035,1.417,1.148,-0.467,-0.681,0.642,-1.11,0.28,0.83,1.334,-0.971,1.027,-0.055,-9.669
2014-07-23,2014,7,23,3,0,0,1.115,1023,0.356,0.077,-0.07,0.213,48177500.0,8359937.814,14.725,0.099,-0.012,-0.994,1.006,-0.046,-0.446,1.145,-0.699,-0.943,-0.231,-0.865,1.095,1.869,1.093,-0.87,-0.223,-0.573
2014-07-24,2014,7,24,3,0,0,0.13,1024,0.307,0.042,-0.004,0.17,45294000.0,3953811.357,14.791,0.137,-0.487,1.15,-0.663,3.028,-0.093,-0.95,1.043,-1.268,0.857,0.242,-1.099,3.045,0.814,0.302,-1.116,-0.648
2014-07-25,2014,7,25,3,0,0,0.38,1025,0.33,0.037,-0.08,0.076,47079500.0,1388531.238,14.88,0.041,0.486,-1.15,0.664,-1.346,0.313,0.806,-1.119,3.355,-0.557,1.154,-0.598,-4.414,0.602,0.553,-1.154,-5.886
2014-07-28,2014,7,28,3,0,0,0.254,1026,0.447,0.227,-0.038,0.019,64234500.0,29018858.42,14.932,0.049,1.144,-0.437,-0.707,-0.407,0.0,-1.0,1.0,-6.822,1.154,-0.618,-0.536,-0.62,1.154,-0.557,-0.598,-2.035
2014-07-29,2014,7,29,3,0,0,-0.711,1027,0.428,0.249,0.004,0.089,64919000.0,28487957.68,14.964,0.052,-0.799,1.121,-0.322,-0.569,1.148,-0.47,-0.679,-0.261,-0.498,1.151,-0.653,-0.57,0.695,0.452,-1.146,-1.185
2014-07-30,2014,7,30,3,0,0,3.058,1028,0.502,0.246,-0.133,0.298,74122500.0,23489924.186,15.083,0.154,0.278,-1.11,0.831,-0.627,-1.12,0.803,0.318,0.255,-0.009,-0.996,1.004,-1.184,1.154,-0.536,-0.618,-1.158
2014-07-31,2014,7,31,3,0,1,-2.669,1029,0.487,0.227,0.012,0.44,80296500.0,33212985.266,15.05,0.192,0.763,0.37,-1.132,0.968,0.875,-1.09,0.214,-0.115,1.082,-0.192,-0.89,0.524,-0.848,1.103,-0.255,-0.321
2014-08-01,2014,8,1,3,1,0,3.078,1030,0.666,0.098,-0.183,0.502,122863500.0,52574189.93,15.233,0.333,1.028,-0.059,-0.969,-4.448,-0.589,1.155,-0.565,0.576,1.057,-0.126,-0.931,-1.372,0.955,-1.04,0.085,-0.698
2014-08-04,2014,8,4,3,0,0,1.736,1031,0.636,0.144,-0.119,0.459,128023000.0,45675905.763,15.446,0.515,-1.072,0.907,0.165,-0.456,-0.342,-0.784,1.126,-0.758,-0.846,1.104,-0.258,-1.185,0.883,0.204,-1.086,-0.359
2014-08-05,2014,8,5,3,0,0,0.428,1032,0.578,0.163,-0.274,0.205,116220500.0,54051048.877,15.784,0.201,-0.563,-0.592,1.155,0.5,1.004,-0.009,-0.996,3.27,-0.655,-0.496,1.151,0.0,0.572,0.582,-1.155,-4.453
2014-08-06,2014,8,6,3,0,0,4.029,1033,0.608,0.215,-0.338,0.305,102988000.0,31256576.024,16.132,0.401,1.155,-0.566,-0.588,0.738,-1.086,0.884,0.202,-0.463,1.144,-0.709,-0.435,2.414,1.155,-0.58,-0.575,-1.447
2014-08-07,2014,8,7,3,0,0,0.899,1034,0.616,0.208,-0.296,0.325,110584000.0,28988364.955,16.44,0.482,-0.534,1.154,-0.62,-0.642,0.445,-1.145,0.701,0.061,0.055,0.971,-1.026,-0.731,0.8,0.322,-1.121,-1.117
2014-08-08,2014,8,8,3,0,0,-1.221,1035,0.57,0.259,-0.206,0.438,109091500.0,31308720.574,16.654,0.151,-0.849,-0.254,1.102,-0.323,0.932,0.125,-1.057,0.315,-1.046,0.099,0.947,-0.903,-0.745,1.137,-0.392,-5.003
2014-08-11,2014,8,11,3,0,0,1.481,1036,0.479,0.118,-0.068,0.24,103351500.0,23844081.53,16.885,0.377,0.875,-1.09,0.215,3.191,-0.782,1.127,-0.345,-2.501,0.762,-1.132,0.37,1.484,1.069,-0.912,-0.158,-0.77
2014-08-12,2014,8,12,3,0,0,0.723,1037,0.438,0.126,-0.06,0.236,97868500.0,22659490.793,17.054,0.444,-0.451,1.146,-0.695,0.527,-0.278,-0.832,1.11,-0.388,-0.094,1.044,-0.95,0.632,0.625,0.529,-1.153,-0.513
2014-08-13,2014,8,13,3,0,0,-0.653,1038,0.455,0.111,-0.089,0.187,107081000.0,13167646.117,17.324,0.033,-0.482,-0.668,1.15,-0.945,1.082,-0.192,-0.89,1.556,-0.235,-0.862,1.097,-2.334,0.89,0.193,-1.082,-23.372
2014-08-14,2014,8,14,3,0,0,-0.425,1039,0.406,0.026,0.021,0.128,87207500.0,22303011.495,17.37,0.049,1.061,-0.136,-0.925,6.765,0.417,0.724,-1.141,-2.162,-1.135,0.752,0.382,1.538,1.122,-0.324,-0.798,-1.663
2014-08-15,2014,8,15,3,0,0,0.202,1040,0.358,0.104,0.051,0.077,74635500.0,25494814.017,17.416,0.057,-1.142,0.721,0.42,0.222,-1.116,0.303,0.814,-2.285,-0.652,-0.5,1.151,0.828,0.904,0.171,-1.074,-1.482
2014-08-18,2014,8,18,3,0,0,-1.273,1041,0.391,0.136,0.086,0.128,69218500.0,16155292.639,17.407,0.071,0.807,-1.119,0.311,0.08,1.045,-0.948,-0.097,0.209,1.146,-0.693,-0.453,2.152,-1.103,0.848,0.254,-0.754
2014-08-19,2014,8,19,3,0,0,-0.822,1042,0.418,0.155,0.109,0.131,75259500.0,15421518.238,17.305,0.176,0.62,0.534,-1.154,0.099,0.244,0.855,-1.1,-0.265,0.309,0.809,-1.118,-0.866,-1.063,0.14,0.923,0.684
2014-08-20,2014,8,20,3,0,0,0.407,1043,0.466,0.072,0.097,0.15,71059500.0,22538407.769,17.165,0.147,-1.15,0.667,0.483,-3.133,-1.113,0.289,0.823,-0.886,-1.138,0.398,0.74,-0.579,-0.799,-0.322,1.121,2.061
2014-08-21,2014,8,21,3,0,0,-0.857,1044,0.422,0.08,0.072,0.123,56391500.0,20481937.964,17.04,0.081,-0.659,-0.492,1.151,0.984,0.596,-1.154,0.558,1.211,-0.618,-0.536,1.154,1.53,-1.041,0.088,0.953,3.574
2014-08-22,2014,8,22,3,0,0,0.872,1045,0.347,0.05,-0.024,0.152,43884500.0,1464561.112,17.041,0.082,-1.145,0.44,0.704,3.306,-0.82,1.114,-0.295,1.084,-0.945,-0.103,1.047,24.675,0.957,-1.038,0.082,0.94
2014-08-25,2014,8,25,3,0,0,1.661,1046,0.342,0.045,-0.098,0.222,50335500.0,12517134.027,17.193,0.281,0.54,-1.154,0.614,0.908,-0.865,-0.23,1.095,0.13,1.153,-0.626,-0.527,-0.393,1.105,-0.263,-0.842,-0.517
2014-08-26,2014,8,26,3,0,0,-1.238,1047,0.304,0.056,-0.075,0.261,54847500.0,11331159.352,17.357,0.208,-0.847,1.103,-0.256,1.162,1.112,-0.826,-0.286,0.841,0.214,0.876,-1.09,-0.981,0.443,0.702,-1.145,-1.926
2014-08-27,2014,8,27,3,0,0,-0.095,1048,0.295,0.062,-0.019,0.255,55606000.0,10100825.622,17.501,0.05,-0.517,-0.636,1.153,-0.094,0.141,0.922,-1.063,-0.509,-1.072,0.165,0.907,-1.297,0.975,-1.023,0.049,-7.587
2014-08-28,2014,8,28,3,0,0,0.747,1049,0.236,0.041,0.034,0.174,48240000.0,7890584.722,17.53,0.073,-1.15,0.665,0.485,3.183,-0.947,-0.098,1.045,-1.861,-0.705,-0.439,1.144,2.095,0.834,0.275,-1.109,-0.367
2014-08-29,2014,8,29,3,0,0,0.371,1050,0.251,0.056,-0.06,0.074,61385500.0,30606950.73,17.707,0.237,0.868,-1.094,0.226,0.095,-0.084,-0.955,1.039,3.726,1.154,-0.611,-0.543,-0.134,1.15,-0.49,-0.661,-1.085
2014-09-02,2014,9,2,3,0,0,3.034,1051,0.398,0.272,-0.258,0.277,95722000.0,52563165.28,18.171,0.695,1.131,-0.363,-0.768,-0.496,-1.147,0.69,0.456,0.992,0.991,0.019,-1.009,-0.969,1.109,-0.274,-0.834,-0.893
2014-09-03,2014,9,3,3,0,0,-2.304,1052,0.511,0.204,-0.07,0.503,115359000.0,28188321.478,18.556,0.508,0.079,0.958,-1.037,-1.577,0.997,-1.003,0.006,-0.122,-0.489,1.15,-0.662,-2.579,0.374,0.759,-1.133,-1.899
2014-09-04,2014,9,4,3,0,0,0.71,1053,0.656,0.113,-0.093,0.505,124832000.0,23102148.325,18.919,0.163,0.7,-1.145,0.446,-3.162,-0.085,1.04,-0.955,0.052,0.013,-1.006,0.994,-1.217,0.924,-1.062,0.138,-5.766
2014-09-05,2014,9,5,3,0,0,-1.86,1054,0.651,0.11,0.214,0.305,131419500.0,33429375.57,18.769,0.289,0.376,0.758,-1.133,0.497,0.427,-1.143,0.715,-2.582,1.081,-0.188,-0.892,0.49,-0.957,1.038,-0.081,0.595
2014-09-08,2014,9,8,3,0,0,1.592,1055,0.639,0.13,-0.03,0.334,125066000.0,42512281.228,18.79,0.289,-1.14,0.409,0.731,-0.864,-0.805,1.119,-0.314,1.383,-1.001,0.999,0.001,-0.552,0.061,-1.029,0.968,-0.152
2014-09-09,2014,9,9,3,0,0,-1.62,1056,0.583,0.102,0.115,0.36,106151500.0,53639470.055,18.622,0.165,-0.168,-0.906,1.073,1.485,0.516,-1.153,0.637,-0.697,-0.704,-0.44,1.145,0.354,-0.343,1.126,-0.784,2.717
2014-09-10,2014,9,10,3,0,0,0.569,1057,0.524,0.038,-0.035,0.306,69208500.0,12922088.908,18.704,0.125,-0.203,1.086,-0.883,4.396,-0.234,1.096,-0.863,1.238,-0.966,-0.064,1.03,7.61,0.286,-1.112,0.826,-1.694
2014-09-11,2014,9,11,3,0,0,-0.054,1058,0.498,0.079,0.068,0.21,60531000.0,6800121.083,18.664,0.09,-1.098,0.238,0.86,-0.09,-0.276,-0.833,1.109,-1.751,-0.594,-0.561,1.155,3.234,0.258,0.846,-1.104,1.597
2014-09-12,2014,9,12,3,0,0,-0.466,1059,0.429,0.08,-0.003,0.097,54360000.0,3890990.459,18.68,0.064,-0.867,-0.227,1.094,1.709,0.924,0.137,-1.061,3.123,-1.154,0.548,0.606,3.604,-1.051,0.112,0.939,-1.806
2014-09-15,2014,9,15,3,0,0,-8.079,1060,0.818,0.751,0.488,0.762,117730500.0,111853335.676,18.075,0.997,1.154,-0.611,-0.543,-0.402,1.153,-0.526,-0.627,-0.78,1.154,-0.607,-0.547,-0.545,-1.154,0.54,0.614,0.667
2014-09-16,2014,9,16,3,0,0,2.144,1061,0.904,0.693,0.36,0.902,140400500.0,99438880.785,17.64,0.874,-0.339,1.125,-0.786,-0.712,-0.813,1.117,-0.304,-0.389,-0.16,1.07,-0.91,-0.844,-0.295,-0.82,1.114,1.199
2014-09-17,2014,9,17,3,0,0,-0.394,1062,0.9,0.698,0.354,0.905,149666000.0,87345180.993,17.244,0.278,-0.793,-0.331,1.123,-0.775,-0.316,-0.804,1.12,-0.296,-0.824,-0.288,1.112,-1.143,0.652,0.499,-1.151,4.927
2014-09-18,2014,9,18,3,0,0,0.174,1063,0.412,0.232,-0.112,0.232,85852000.0,35276032.951,17.465,0.108,-0.831,-0.279,1.11,5.482,0.349,0.778,-1.128,6.388,-0.864,-0.232,1.096,4.563,1.132,-0.369,-0.763,-4.996
2014-09-19,2014,9,19,3,0,0,0.513,1064,0.325,0.098,-0.017,0.08,78406000.0,23396040.643,17.434,0.15,0.873,-1.091,0.218,3.519,-0.902,-0.173,1.075,-4.471,1.015,-0.984,-0.032,1.97,-0.971,1.027,-0.056,-0.34
2014-09-22,2014,9,22,3,0,0,-1.988,1065,0.461,0.271,0.071,0.228,93588000.0,34714943.133,17.182,0.469,1.08,-0.186,-0.894,-0.422,1.145,-0.7,-0.445,-0.009,0.853,0.247,-1.1,-0.459,-1.094,0.227,0.867,0.52
2014-09-23,2014,9,23,3,0,0,2.073,1066,0.584,0.172,-0.034,0.342,103418500.0,19196292.845,16.884,0.35,0.017,0.991,-1.008,-2.127,-0.911,1.07,-0.159,0.011,-0.966,1.031,-0.065,-2.502,-0.541,-0.613,1.154,2.01
2014-09-24,2014,9,24,3,0,0,0.405,1067,0.576,0.184,-0.028,0.34,88111500.0,33601209.219,16.724,0.075,-1.028,0.059,0.969,-0.898,-0.119,-0.935,1.054,-0.179,-0.948,-0.096,1.045,0.418,1.138,-0.4,-0.738,7.522
2014-09-25,2014,9,25,3,0,0,-2.256,1068,0.521,0.117,-0.014,0.362,71212000.0,14363259.092,16.656,0.176,0.594,-1.155,0.56,1.995,1.066,-0.149,-0.917,0.955,0.091,-1.042,0.952,3.62,-1.091,0.873,0.218,0.074
2014-09-26,2014,9,26,3,0,0,-0.669,1069,0.407,0.174,0.138,0.221,61895500.0,9201466.609,16.571,0.207,-0.936,1.053,-0.117,1.031,-0.126,1.057,-0.931,-2.189,-0.54,1.154,-0.614,2.498,-0.633,-0.52,1.153,0.595
2014-09-29,2014,9,29,3,0,0,0.514,1070,0.44,0.178,0.132,0.228,67411500.0,9077439.713,16.418,0.059,0.25,-1.101,0.851,-0.298,-0.947,-0.098,1.045,-0.877,0.593,-1.155,0.562,-1.23,-1.132,0.37,0.762,6.581
2014-09-30,2014,9,30,3,0,1,-1.747,1071,0.41,0.144,0.103,0.183,64432000.0,7964446.921,16.323,0.133,0.639,0.514,-1.152,1.254,0.98,-1.019,0.039,1.463,-0.108,1.049,-0.942,1.015,-1.087,0.207,0.88,1.056
2014-10-01,2014,10,1,4,1,0,-0.816,1072,0.484,0.017,0.11,0.184,75163500.0,12939735.198,16.182,0.167,-0.987,1.013,-0.026,-13.868,0.113,0.938,-1.052,0.001,1.079,-0.896,-0.183,-1.409,-0.991,-0.019,1.009,1.543
2014-10-02,2014,10,2,4,0,0,0.485,1073,0.488,0.018,0.111,0.183,95891000.0,36176863.369,16.319,0.392,0.387,-1.136,0.749,-0.23,-1.05,0.109,0.941,-1.065,1.08,-0.187,-0.893,-0.639,1.13,-0.772,-0.357,0.082
2014-10-03,2014,10,3,4,0,0,0.842,1074,0.442,0.069,-0.031,0.144,101731000.0,29067114.808,16.597,0.519,-1.131,0.769,0.362,0.866,-0.78,-0.348,1.128,2.185,-0.71,1.144,-0.434,-1.313,0.803,0.316,-1.12,-0.806
2014-10-06,2014,10,6,4,0,0,0.572,1075,0.391,0.094,-0.108,0.032,110589000.0,27300386.412,17.05,0.308,-0.831,-0.279,1.11,0.812,0.272,-1.108,0.836,7.483,0.187,-1.08,0.893,-0.786,1.053,-0.117,-0.936,-3.354
2014-10-07,2014,10,7,4,0,0,0.401,1076,0.353,0.036,-0.104,0.037,88025500.0,24941542.514,17.231,0.191,0.801,-1.121,0.32,3.942,0.931,0.125,-1.057,0.609,-0.832,1.11,-0.278,1.882,0.385,0.751,-1.135,-2.456
2014-10-08,2014,10,8,4,0,0,-0.316,1077,0.459,0.197,-0.038,0.082,86269500.0,25842671.282,17.322,0.047,1.137,-0.392,-0.745,-0.48,1.135,-0.384,-0.751,-1.29,-0.404,-0.735,1.139,-0.2,-0.771,-0.359,1.13,-6.544
2014-10-09,2014,10,9,4,0,0,-2.039,1078,0.602,0.193,0.112,0.215,84509500.0,22841761.294,17.241,0.093,0.726,0.415,-1.141,-1.499,1.106,-0.265,-0.841,-0.981,1.134,-0.38,-0.754,1.365,-1.149,0.471,0.678,1.427
2014-10-10,2014,10,10,4,0,0,-3.263,1079,0.713,0.03,0.306,0.233,126523500.0,60381695.182,16.738,0.821,0.0,1.0,-1.0,-11.022,0.895,0.184,-1.079,-1.611,1.106,-0.267,-0.84,-0.981,-1.15,0.483,0.667,0.691
2014-10-13,2014,10,13,4,0,0,-6.225,1080,0.884,0.272,0.599,0.3,157591500.0,42619805.22,15.967,1.091,1.153,-0.632,-0.521,-0.742,1.11,-0.278,-0.831,-1.813,0.268,0.838,-1.107,-1.918,-0.911,-0.158,1.07,1.208
2014-10-14,2014,10,14,4,0,0,-0.524,1081,0.847,0.306,0.509,0.426,156311500.0,44749340.52,15.301,0.435,-0.705,1.144,-0.439,-0.341,-1.007,0.992,0.015,-0.374,-1.111,0.284,0.827,-1.026,-0.377,-0.756,1.134,4.218
2014-10-15,2014,10,15,4,0,0,4.223,1082,0.913,0.283,0.122,0.79,137606500.0,31227392.735,15.141,0.17,-0.007,-0.996,1.004,-0.709,-0.972,-0.053,1.026,0.498,-0.013,-0.994,1.006,1.784,1.011,-0.022,-0.989,3.832
2014-10-16,2014,10,16,4,0,0,2.929,1083,0.755,0.143,-0.336,0.374,108259500.0,28147626.898,15.18,0.118,-0.233,1.096,-0.863,3.097,-0.282,-0.829,1.111,3.389,-0.969,1.029,-0.06,2.159,-0.767,1.131,-0.364,-1.764
2014-10-17,2014,10,17,4,0,0,-2.594,1084,0.727,0.182,-0.232,0.551,125480000.0,39939134.201,15.19,0.114,-0.984,-0.031,1.015,-0.526,1.135,-0.382,-0.753,0.565,0.82,-1.114,0.294,-0.473,-0.213,-0.876,1.089,-0.46
2014-10-20,2014,10,20,4,0,0,1.627,1085,0.576,0.133,-0.1,0.438,97215500.0,54746643.397,15.207,0.142,-0.877,-0.212,1.089,2.515,-0.344,1.127,-0.783,-1.25,-0.818,1.115,-0.296,0.731,1.113,-0.291,-0.822,0.752
2014-10-21,2014,10,21,4,0,0,0.455,1086,0.438,0.122,0.024,0.332,90870500.0,58539165.934,15.406,0.264,-1.076,0.176,0.9,2.316,-0.287,-0.825,1.112,-1.403,-0.494,-0.657,1.151,-0.169,1.07,-0.158,-0.912,-1.196
2014-10-22,2014,10,22,4,0,0,-0.904,1087,0.407,0.087,-0.061,0.195,58706500.0,5448701.703,15.487,0.177,0.554,-1.154,0.6,1.615,1.026,-0.055,-0.972,2.33,0.558,0.596,-1.154,18.268,-0.454,1.147,-0.692,-1.821
