date,open,high,low,adj_close,volume,date_year,date_month,date_day,date_quarter,date_is_month_start,date_is_month_end,returns,returns_prc
1987-09-23,0.483259,0.5,0.479911,0.384945,254576000,1987,9,23,3,0,0,-0.09831400000000001,-25.539752432165642
1987-09-24,0.493304,0.516741,0.493304,0.393654,182560000,1987,9,24,3,0,0,-0.09965000000000002,-25.31410832863378
1987-09-25,0.506696,0.517857,0.504464,0.400621,106523200,1987,9,25,3,0,0,-0.10607500000000003,-26.477643458530636
1987-09-28,0.513393,0.524554,0.495536,0.388429,203840000,1987,9,28,3,0,0,-0.12496399999999996,-32.171645268504655
1987-09-29,0.5,0.5,0.484375,0.379719,171360000,1987,9,29,3,0,0,-0.12028100000000003,-31.676318540815718
1987-09-30,0.484375,0.508929,0.484375,0.393654,122080000,1987,9,30,3,0,1,-0.090721,-23.045872771520166
1987-10-01,0.506696,0.524554,0.504464,0.405846,116480000,1987,10,1,4,1,0,-0.10085000000000005,-24.84932708465774
1987-10-02,0.520089,0.524554,0.513393,0.407588,96499200,1987,10,2,4,0,0,-0.11250100000000002,-27.60164676094488
1987-10-05,0.522321,0.533482,0.515625,0.412814,134400000,1987,10,5,4,0,0,-0.10950700000000002,-26.526958872518865
1987-10-06,0.53125,0.53125,0.495536,0.388429,201600000,1987,10,6,4,0,0,-0.14282099999999998,-36.76888182911161
1987-10-07,0.495536,0.497768,0.484375,0.386687,224000000,1987,10,7,4,0,0,-0.10884899999999997,-28.14912319265969
1987-10-08,0.495536,0.5,0.475446,0.377978,164640000,1987,10,8,4,0,0,-0.117558,-31.10181015826318
1987-10-09,0.484375,0.495536,0.482143,0.377107,145600000,1987,10,9,4,0,0,-0.10726799999999997,-28.444977155024958
1987-10-12,0.484375,0.485491,0.462054,0.37101,199360000,1987,10,12,4,0,0,-0.113365,-30.555780167650465
1987-10-13,0.486607,0.488839,0.475446,0.379719,162400000,1987,10,13,4,0,0,-0.10688800000000004,-28.149236672381434
1987-10-14,0.479911,0.482143,0.464286,0.37101,258720000,1987,10,14,4,0,0,-0.10890099999999997,-29.352578097625393
1987-10-15,0.475446,0.486607,0.462054,0.362301,348320000,1987,10,15,4,0,0,-0.113145,-31.229557743423285
1987-10-16,0.466518,0.473214,0.424107,0.336174,420000000,1987,10,16,4,0,0,-0.13034400000000002,-38.772778382623294
1987-10-19,0.430804,0.430804,0.316964,0.254308,476000000,1987,10,19,4,0,0,-0.17649600000000004,-69.4024568633311
1987-10-20,0.34375,0.375,0.291295,0.240373,568960000,1987,10,20,4,0,0,-0.103377,-43.00691009389573
1987-10-21,0.34375,0.375,0.339286,0.282177,534240000,1987,10,21,4,0,0,-0.06157299999999999,-21.820701191096365
1987-10-22,0.350446,0.361607,0.321429,0.256049,385280000,1987,10,22,4,0,0,-0.09439699999999995,-36.86677159449947
1987-10-23,0.319196,0.325893,0.305804,0.24734,198240000,1987,10,23,4,0,0,-0.07185599999999998,-29.051508045605228
1987-10-26,0.308036,0.3125,0.246652,0.195085,313600000,1987,10,26,4,0,0,-0.11295099999999997,-57.89835200041006
1987-10-27,0.263393,0.287946,0.258929,0.210761,455840000,1987,10,27,4,0,0,-0.052631999999999984,-24.972362059394282
1987-10-28,0.274554,0.301339,0.261161,0.233405,418880000,1987,10,28,4,0,0,-0.04114900000000002,-17.62987082538935
1987-10-29,0.305804,0.357143,0.287946,0.27521,331520000,1987,10,29,4,0,0,-0.03059400000000001,-11.116601867664695
1987-10-30,0.357143,0.383929,0.34375,0.269113,421120000,1987,10,30,4,0,0,-0.08803,-32.71116594144467
1987-11-02,0.345982,0.352679,0.334821,0.269984,188160000,1987,11,2,4,0,0,-0.07599800000000001,-28.149075500770422
1987-11-03,0.339286,0.34375,0.305804,0.252566,313600000,1987,11,3,4,0,0,-0.08671999999999996,-34.33557961087397
1987-11-04,0.316964,0.332589,0.310268,0.250824,234080000,1987,11,4,4,0,0,-0.06614000000000003,-26.36908748764075
1987-11-05,0.323661,0.345982,0.323661,0.264759,255360000,1987,11,5,4,0,0,-0.058901999999999954,-22.247402354594158
1987-11-06,0.341518,0.352679,0.330357,0.263017,187040000,1987,11,6,4,0,0,-0.07850099999999999,-29.84635974100533
1987-11-09,0.330357,0.334821,0.323661,0.259533,210560000,1987,11,9,4,0,0,-0.070824,-27.289015269734485
1987-11-10,0.325893,0.334821,0.321429,0.252566,231840000,1987,11,10,4,0,0,-0.07332699999999998,-29.032807266219514
1987-11-11,0.332589,0.341518,0.328125,0.259533,185920000,1987,11,11,4,0,0,-0.07305600000000001,-28.149021511715276
1987-11-12,0.34375,0.357143,0.342634,0.269984,246400000,1987,11,12,4,0,0,-0.073766,-27.322359843546284
1987-11-13,0.350446,0.352679,0.330357,0.259533,154560000,1987,11,13,4,0,0,-0.09091299999999997,-35.02945675501765
1987-11-16,0.337054,0.34375,0.325893,0.256049,184800000,1987,11,16,4,0,0,-0.081005,-31.63652269682756
1987-11-17,0.328125,0.330357,0.3125,0.244388,268800000,1987,11,17,4,0,0,-0.083737,-34.26395731377973
1987-11-18,0.319196,0.325893,0.308036,0.253116,265440000,1987,11,18,4,0,0,-0.06607999999999997,-26.106607247270013
1987-11-19,0.325893,0.325893,0.303571,0.240897,182560000,1987,11,19,4,0,0,-0.08499599999999999,-35.283129304225454
1987-11-20,0.303571,0.321429,0.296875,0.247879,250880000,1987,11,20,4,0,0,-0.05569199999999999,-22.467413536443182
1987-11-23,0.316964,0.323661,0.310268,0.253116,97395200,1987,11,23,4,0,0,-0.06384800000000002,-25.224798116278706
1987-11-24,0.328125,0.337054,0.322545,0.258353,197120000,1987,11,24,4,0,0,-0.069772,-27.006460153356066
1987-11-25,0.330357,0.330357,0.321429,0.254862,92400000,1987,11,25,4,0,0,-0.07549500000000003,-29.621913035289705
1987-11-27,0.323661,0.325893,0.310268,0.244388,70683200,1987,11,27,4,0,0,-0.07927299999999998,-32.437353716221736
1987-11-30,0.301339,0.308036,0.272321,0.230423,416640000,1987,11,30,4,0,1,-0.07091600000000003,-30.77644158786234
1987-12-01,0.299107,0.303571,0.292411,0.232169,181440000,1987,12,1,4,1,0,-0.06693800000000003,-28.831583889322015
1987-12-02,0.296875,0.299107,0.290179,0.226932,142240000,1987,12,2,4,0,0,-0.069943,-30.82112703364885
1987-12-03,0.294643,0.297991,0.265625,0.212966,319200000,1987,12,3,4,0,0,-0.081677,-38.35213132612718
1987-12-04,0.270089,0.279018,0.265625,0.214713,244160000,1987,12,4,4,0,0,-0.055376000000000036,-25.79070666424485
1987-12-07,0.276786,0.296875,0.276786,0.230423,203840000,1987,12,7,4,0,0,-0.04636299999999999,-20.120821272182027
1987-12-08,0.299107,0.311384,0.296875,0.240897,254240000,1987,12,8,4,0,0,-0.05821000000000001,-24.16385426136482
1987-12-09,0.308036,0.323661,0.302455,0.244388,179200000,1987,12,9,4,0,0,-0.06364799999999998,-26.043831939375085
1987-12-10,0.301339,0.321429,0.296875,0.242643,276640000,1987,12,10,4,0,0,-0.058696000000000026,-24.190271303932125
1987-12-11,0.310268,0.310268,0.299107,0.237405,122080000,1987,12,11,4,0,0,-0.07286299999999998,-30.691434468524243
1987-12-14,0.308036,0.334821,0.305804,0.260099,341600000,1987,12,14,4,0,0,-0.04793699999999995,-18.43029000495963
1987-12-15,0.337054,0.341518,0.330357,0.261844,299040000,1987,12,15,4,0,0,-0.07521,-28.72320923908892
1987-12-16,0.337054,0.354911,0.332589,0.274063,330400000,1987,12,16,4,0,0,-0.06299100000000002,-22.984131385849246
1987-12-17,0.361607,0.363839,0.350446,0.274063,325920000,1987,12,17,4,0,0,-0.08754400000000001,-31.943020400418888
1987-12-18,0.352679,0.368304,0.350446,0.282792,302400000,1987,12,18,4,0,0,-0.06988700000000003,-24.71321678123852
1987-12-21,0.361607,0.372768,0.359375,0.29152,188160000,1987,12,21,4,0,0,-0.07008700000000001,-24.041918221734363
1987-12-22,0.372768,0.372768,0.361607,0.289775,128800000,1987,12,22,4,0,0,-0.08299299999999998,-28.640496937278918
1987-12-23,0.372768,0.381696,0.368304,0.295011,171360000,1987,12,23,4,0,0,-0.07775699999999997,-26.357322269339097
1987-12-24,0.375,0.383929,0.372768,0.29763,69944000,1987,12,24,4,0,0,-0.07737,-25.99536337062796
1987-12-28,0.377232,0.379464,0.352679,0.281046,229600000,1987,12,28,4,0,0,-0.096186,-34.22429068551055
1987-12-29,0.361607,0.377232,0.359375,0.294139,118720000,1987,12,29,4,0,0,-0.06746800000000003,-22.937454740785828
1987-12-30,0.379464,0.390625,0.379464,0.302867,155680000,1987,12,30,4,0,0,-0.07659700000000003,-25.2906391254247
1987-12-31,0.379464,0.383929,0.373884,0.293266,117600000,1987,12,31,4,0,1,-0.086198,-29.392428716591763
1988-01-04,0.381696,0.399554,0.377232,0.312468,330400000,1988,1,4,1,0,0,-0.06922799999999996,-22.155228695418394
1988-01-05,0.410714,0.412946,0.395089,0.311595,309120000,1988,1,5,1,0,0,-0.09911900000000001,-31.810202345994004
1988-01-06,0.401786,0.401786,0.390625,0.305485,268800000,1988,1,6,1,0,0,-0.09630099999999997,-31.523970080364
1988-01-07,0.388393,0.399554,0.379464,0.310722,212800000,1988,1,7,1,0,0,-0.07767099999999999,-24.996942604643376
1988-01-08,0.397321,0.404018,0.352679,0.279301,486080000,1988,1,8,1,0,0,-0.11801999999999996,-42.25548780706118
1988-01-11,0.357143,0.381696,0.354911,0.296757,404320000,1988,1,11,1,0,0,-0.060385999999999995,-20.34863541550831
1988-01-12,0.383929,0.388393,0.354911,0.293266,400960000,1988,1,12,1,0,0,-0.090663,-30.91493729242394
1988-01-13,0.375,0.386161,0.367188,0.295011,211680000,1988,1,13,1,0,0,-0.07998899999999998,-27.11390422729999
1988-01-14,0.381696,0.382813,0.375,0.295011,132160000,1988,1,14,1,0,0,-0.08668499999999996,-29.383650101182653
1988-01-15,0.388393,0.401786,0.379464,0.299376,343840000,1988,1,15,1,0,0,-0.08901700000000001,-29.734180428624878
1988-01-18,0.383929,0.383929,0.375,0.298502,125440000,1988,1,18,1,0,0,-0.08542700000000003,-28.618568719807584
1988-01-19,0.377232,0.386161,0.36942,0.298502,274400000,1988,1,19,1,0,0,-0.07873000000000002,-26.37503266309774
1988-01-20,0.383929,0.383929,0.341518,0.277555,680960000,1988,1,20,1,0,0,-0.10637400000000002,-38.325376952315764
1988-01-21,0.361607,0.363839,0.351563,0.280174,493920000,1988,1,21,1,0,0,-0.08143300000000003,-29.065152369598906
1988-01-22,0.361607,0.363839,0.341518,0.274063,445760000,1988,1,22,1,0,0,-0.08754400000000001,-31.943020400418888
1988-01-25,0.352679,0.370536,0.352679,0.28541,200480000,1988,1,25,1,0,0,-0.06726900000000002,-23.56925125258401
1988-01-26,0.363839,0.366071,0.350446,0.277555,143360000,1988,1,26,1,0,0,-0.08628400000000003,-31.087171911873334
1988-01-27,0.359375,0.361607,0.345982,0.277555,258720000,1988,1,27,1,0,0,-0.08182,-29.47884203130911
1988-01-28,0.357143,0.370536,0.354911,0.288029,232960000,1988,1,28,1,0,0,-0.06911400000000001,-23.995500453079384
1988-01-29,0.370536,0.372768,0.359375,0.289775,265440000,1988,1,29,1,0,0,-0.08076099999999997,-27.870244154947795
1988-02-01,0.372768,0.379464,0.36942,0.29152,199360000,1988,2,1,1,1,0,-0.08124799999999999,-27.870472008781555
1988-02-02,0.370536,0.373884,0.361607,0.288029,191520000,1988,2,2,1,0,0,-0.082507,-28.64537945831843
1988-02-03,0.366071,0.368304,0.350446,0.27581,226240000,1988,2,3,1,0,0,-0.09026099999999998,-32.72578949276676
1988-02-04,0.352679,0.358259,0.348214,0.277555,199360000,1988,2,4,1,0,0,-0.07512400000000002,-27.066347210462798
1988-02-05,0.357143,0.360491,0.34375,0.2697,132160000,1988,2,5,1,0,0,-0.08744299999999999,-32.422321097515756
1988-02-08,0.34375,0.350446,0.337054,0.270572,203840000,1988,2,8,1,0,0,-0.07317800000000002,-27.045666218233972
1988-02-09,0.348214,0.356027,0.345982,0.277555,116480000,1988,2,9,1,0,0,-0.07065900000000003,-25.457657040946852
1988-02-10,0.354911,0.370536,0.354911,0.286283,228480000,1988,2,10,1,0,0,-0.06862799999999997,-23.972083567658565
1988-02-11,0.366071,0.368304,0.359375,0.283665,147840000,1988,2,11,1,0,0,-0.08240599999999998,-29.050464456312895
1988-02-12,0.362723,0.370536,0.361607,0.286848,137760000,1988,2,12,1,0,0,-0.07587500000000003,-26.451291276215983
1988-02-16,0.366071,0.368304,0.357143,0.288597,154560000,1988,2,16,1,0,0,-0.07747399999999999,-26.845046899309416
1988-02-17,0.368304,0.379464,0.368304,0.29297,256480000,1988,2,17,1,0,0,-0.07533400000000001,-25.713895620712023
1988-02-18,0.371652,0.381696,0.370536,0.292095,143360000,1988,2,18,1,0,0,-0.07955699999999999,-27.236686694397367
1988-02-19,0.372768,0.375,0.370536,0.292095,90764800,1988,2,19,1,0,0,-0.080673,-27.618754172443893
1988-02-22,0.370536,0.389509,0.370536,0.30259,200480000,1988,2,22,1,0,0,-0.06794599999999995,-22.454806834330263
1988-02-23,0.386161,0.390625,0.377232,0.299091,220640000,1988,2,23,1,0,0,-0.08706999999999998,-29.11154130348288
1988-02-24,0.381696,0.383929,0.375,0.295593,145600000,1988,2,24,1,0,0,-0.08610299999999999,-29.12890359379281
1988-02-25,0.375,0.383929,0.372768,0.292095,179200000,1988,2,25,1,0,0,-0.082905,-28.382889128536952
1988-02-26,0.375,0.377232,0.368304,0.292095,82342400,1988,2,26,1,0,0,-0.082905,-28.382889128536952
1988-02-29,0.372768,0.386161,0.370536,0.300841,112000000,1988,2,29,1,0,1,-0.07192699999999996,-23.908642771430742
1988-03-01,0.386161,0.388393,0.379464,0.30259,171360000,1988,3,1,1,1,0,-0.08357099999999995,-27.618559767341928
1988-03-02,0.390625,0.401786,0.388393,0.313084,292320000,1988,3,2,1,0,0,-0.07754100000000003,-24.766835737374006
1988-03-03,0.397321,0.419643,0.397321,0.325328,473760000,1988,3,3,1,0,0,-0.07199299999999997,-22.12935867801111
1988-03-04,0.410714,0.419643,0.40625,0.327951,209440000,1988,3,4,1,0,0,-0.08276300000000003,-25.236392021978904
1988-03-07,0.417411,0.426339,0.415179,0.327951,207200000,1988,3,7,1,0,0,-0.08945999999999998,-27.27846538049891
1988-03-08,0.417411,0.419643,0.410714,0.323578,144480000,1988,3,8,1,0,0,-0.093833,-28.998572214427437
1988-03-09,0.412946,0.421875,0.412946,0.327077,134400000,1988,3,9,1,0,0,-0.08586899999999997,-26.253451022236344
1988-03-10,0.419643,0.421875,0.404018,0.316582,176960000,1988,3,10,1,0,0,-0.10306100000000001,-32.55428293459515
1988-03-11,0.40625,0.408482,0.397321,0.32008,157920000,1988,3,11,1,0,0,-0.08617000000000002,-26.921394651337177
1988-03-14,0.408482,0.415179,0.40625,0.323578,98123200,1988,3,14,1,0,0,-0.08490400000000003,-26.239113907620432
1988-03-15,0.410714,0.412946,0.399554,0.314833,181440000,1988,3,15,1,0,0,-0.09588100000000005,-30.454558448447287
1988-03-16,0.40067,0.414063,0.397321,0.322704,118720000,1988,3,16,1,0,0,-0.07796600000000004,-24.16022113143935
1988-03-17,0.412946,0.415179,0.399554,0.314833,260960000,1988,3,17,1,0,0,-0.098113,-31.163505731610098
1988-03-18,0.401786,0.40625,0.395089,0.313084,272160000,1988,3,18,1,0,0,-0.088702,-28.33169373075597
1988-03-21,0.396205,0.398438,0.383929,0.306962,227360000,1988,3,21,1,0,0,-0.08924299999999996,-29.07297971735914
1988-03-22,0.392857,0.397321,0.386161,0.307837,119179200,1988,3,22,1,0,0,-0.08501999999999998,-27.618512394546457
1988-03-23,0.392857,0.392857,0.373884,0.297342,209440000,1988,3,23,1,0,0,-0.09551500000000002,-32.122942604811975
1988-03-24,0.372768,0.379464,0.357143,0.285973,320320000,1988,3,24,1,0,0,-0.08679500000000001,-30.350767380137295
1988-03-25,0.363839,0.368304,0.357143,0.280726,131040000,1988,3,25,1,0,0,-0.08311300000000005,-29.606448992968254
1988-03-28,0.357143,0.372768,0.352679,0.290346,172480000,1988,3,28,1,0,0,-0.066797,-23.005999738243336
1988-03-29,0.370536,0.375,0.362723,0.286848,213920000,1988,3,29,1,0,0,-0.08368799999999998,-29.175033467202137
1988-03-30,0.363839,0.368304,0.345982,0.276354,371840000,1988,3,30,1,0,0,-0.08748500000000003,-31.656860403685144
1988-03-31,0.354911,0.361607,0.350446,0.279852,217280000,1988,3,31,1,0,1,-0.07505899999999999,-26.820962508754626
1988-04-04,0.354911,0.361607,0.34375,0.271106,181440000,1988,4,4,2,0,0,-0.08380499999999996,-30.912263100042036
1988-04-05,0.350446,0.352679,0.34375,0.274604,147840000,1988,4,5,2,0,0,-0.07584199999999996,-27.61867999009481
1988-04-06,0.352679,0.372768,0.348214,0.292095,190400000,1988,4,6,2,0,0,-0.06058400000000003,-20.74119721323543
1988-04-07,0.372768,0.378348,0.363839,0.285098,163520000,1988,4,7,2,0,0,-0.08766999999999997,-30.750829539316292
1988-04-08,0.363839,0.372768,0.354911,0.286848,202720000,1988,4,8,2,0,0,-0.07699100000000003,-26.840347501115584
1988-04-11,0.372768,0.375,0.366071,0.290346,148960000,1988,4,11,2,0,0,-0.082422,-28.38751007418735
1988-04-12,0.372768,0.377232,0.368304,0.292095,173600000,1988,4,12,2,0,0,-0.080673,-27.618754172443893
1988-04-13,0.372768,0.375,0.366071,0.288597,143360000,1988,4,13,2,0,0,-0.084171,-29.165583841827875
1988-04-14,0.361607,0.370536,0.348214,0.276354,188160000,1988,4,14,2,0,0,-0.08525300000000002,-30.849200662917863
1988-04-15,0.354911,0.357143,0.34375,0.276354,232960000,1988,4,15,2,0,0,-0.07855699999999999,-28.42622144061602
1988-04-18,0.354911,0.363839,0.350446,0.279852,170240000,1988,4,18,2,0,0,-0.07505899999999999,-26.820962508754626
1988-04-19,0.358259,0.370536,0.358259,0.281601,212329600,1988,4,19,2,0,0,-0.076658,-27.22220446660346
1988-04-20,0.359375,0.361607,0.350446,0.278103,215040000,1988,4,20,2,0,0,-0.08127200000000001,-29.2237048863191
1988-04-21,0.360491,0.361607,0.348214,0.276354,178080000,1988,4,21,2,0,0,-0.08413700000000002,-30.44537079253422
1988-04-22,0.354911,0.359375,0.352679,0.280726,107643200,1988,4,22,2,0,0,-0.074185,-26.426123693565973
1988-04-25,0.359375,0.366071,0.357143,0.285973,150080000,1988,4,25,2,0,0,-0.07340200000000002,-25.667458116675363
1988-04-26,0.366071,0.372768,0.363839,0.290346,175840000,1988,4,26,2,0,0,-0.07572499999999999,-26.080951692119054
1988-04-27,0.372768,0.375,0.370536,0.292095,126560000,1988,4,27,2,0,0,-0.080673,-27.618754172443893
1988-04-28,0.372768,0.375,0.368304,0.289472,99164800,1988,4,28,2,0,0,-0.08329599999999998,-28.77514923723192
1988-04-29,0.368304,0.370536,0.361607,0.286848,89992000,1988,4,29,2,0,0,-0.08145600000000003,-28.396921017402953
1988-05-02,0.363839,0.368304,0.361607,0.286848,82196800,1988,5,2,2,0,0,-0.07699100000000003,-26.840347501115584
1988-05-03,0.366071,0.377232,0.363839,0.292095,124320000,1988,5,3,2,0,0,-0.07397599999999999,-25.32600694979373
1988-05-04,0.373884,0.385045,0.372768,0.293844,224000000,1988,5,4,2,0,0,-0.08004,-27.238943112672032
1988-05-05,0.375,0.377232,0.370536,0.292095,70459200,1988,5,5,2,0,0,-0.082905,-28.382889128536952
1988-05-06,0.371652,0.372768,0.368304,0.288597,107038400,1988,5,6,2,0,0,-0.08305499999999999,-28.77888543539953
1988-05-09,0.368304,0.368304,0.361607,0.285098,76372800,1988,5,9,2,0,0,-0.083206,-29.185052157503733
1988-05-10,0.361607,0.366071,0.359375,0.285973,95905600,1988,5,10,2,0,0,-0.07563400000000003,-26.4479513800254
1988-05-11,0.359375,0.363839,0.352679,0.276354,174720000,1988,5,11,2,0,0,-0.08302100000000001,-30.041540922150578
1988-05-12,0.352679,0.359375,0.352679,0.278103,82980800,1988,5,12,2,0,0,-0.07457600000000003,-26.8159638695016
1988-05-13,0.359375,0.361607,0.357143,0.28335,71400000,1988,5,13,2,0,0,-0.07602500000000001,-26.830774660314106
1988-05-16,0.361607,0.36942,0.357143,0.289168,74760000,1988,5,16,2,0,0,-0.07243900000000003,-25.050835500470324
1988-05-17,0.370536,0.375,0.359375,0.28391,193760000,1988,5,17,2,0,0,-0.08662599999999998,-30.511781902715647
1988-05-18,0.361607,0.363839,0.352679,0.278653,174720000,1988,5,18,2,0,0,-0.08295400000000003,-29.769641812576946
1988-05-19,0.352679,0.354911,0.34375,0.273395,249760000,1988,5,19,2,0,0,-0.07928400000000002,-28.999798825874656
1988-05-20,0.350446,0.352679,0.345982,0.271642,81737600,1988,5,20,2,0,0,-0.07880399999999999,-29.010241420693404
1988-05-23,0.34375,0.347098,0.333705,0.266385,183680000,1988,5,23,2,0,0,-0.07736500000000002,-29.042551194699413
1988-05-24,0.339286,0.348214,0.337054,0.272519,142240000,1988,5,24,2,0,0,-0.06676699999999997,-24.49994312323176
1988-05-25,0.348214,0.354911,0.34375,0.26989,135520000,1988,5,25,2,0,0,-0.078324,-29.020712141983772
1988-05-26,0.34375,0.352679,0.34375,0.276024,85780800,1988,5,26,2,0,0,-0.06772600000000001,-24.536272208213784
1988-05-27,0.350446,0.357143,0.348214,0.278653,83955200,1988,5,27,2,0,0,-0.071793,-25.764301837769555
1988-05-31,0.357143,0.370536,0.354911,0.290921,123200000,1988,5,31,2,0,1,-0.066222,-22.762880644573617
1988-06-01,0.370536,0.379464,0.368304,0.29793,229600000,1988,6,1,2,1,0,-0.072606,-24.370154063034942
1988-06-02,0.375,0.379464,0.370536,0.292673,133280000,1988,6,2,2,0,0,-0.08232699999999998,-28.129345720309008
1988-06-03,0.372768,0.386161,0.372768,0.301436,175840000,1988,6,3,2,0,0,-0.071332,-23.66406135962526
1988-06-06,0.381696,0.392857,0.381696,0.308446,164640000,1988,6,6,2,0,0,-0.07324999999999998,-23.74807908029282
1988-06-07,0.390625,0.404018,0.388393,0.308446,311360000,1988,6,7,2,0,0,-0.082179,-26.642913184155415
1988-06-08,0.395089,0.40625,0.392857,0.315456,258720000,1988,6,8,2,0,0,-0.07963300000000001,-25.243774092107934
1988-06-09,0.401786,0.404018,0.386161,0.304941,269920000,1988,6,9,2,0,0,-0.09684499999999996,-31.75860248375914
1988-06-10,0.388393,0.399554,0.383929,0.311951,176960000,1988,6,10,2,0,0,-0.07644200000000001,-24.504489487130996
1988-06-13,0.401786,0.404018,0.395089,0.315456,148960000,1988,6,13,2,0,0,-0.08632999999999996,-27.366732602962045
1988-06-14,0.404018,0.410714,0.401786,0.317209,292420800,1988,6,14,2,0,0,-0.08680899999999997,-27.366499689479163
1988-06-15,0.404018,0.408482,0.401786,0.320713,122080000,1988,6,15,2,0,0,-0.08330499999999996,-25.974937093289004
1988-06-16,0.401786,0.404018,0.395089,0.311951,107374400,1988,6,16,2,0,0,-0.089835,-28.79779196091694
1988-06-17,0.399554,0.399554,0.395089,0.313704,95390400,1988,6,17,2,0,0,-0.08585000000000004,-27.366562109504518
1988-06-20,0.396205,0.399554,0.392857,0.309322,78601600,1988,6,20,2,0,0,-0.08688299999999999,-28.088205817885566
1988-06-21,0.392857,0.401786,0.391741,0.31458,123592000,1988,6,21,2,0,0,-0.07827699999999999,-24.883018628011946
1988-06-22,0.40625,0.409598,0.401786,0.319837,195563200,1988,6,22,2,0,0,-0.08641300000000002,-27.017824704458842
1988-06-23,0.408482,0.408482,0.401786,0.315456,71388800,1988,6,23,2,0,0,-0.093026,-29.48937411239602
1988-06-24,0.401786,0.40625,0.397321,0.315456,74715200,1988,6,24,2,0,0,-0.08632999999999996,-27.366732602962045
1988-06-27,0.397321,0.405134,0.397321,0.311951,83619200,1988,6,27,2,0,0,-0.08537,-27.366477427544712
1988-06-28,0.399554,0.412946,0.397321,0.324218,162568000,1988,6,28,2,0,0,-0.07533600000000001,-23.236217606672056
1988-06-29,0.410714,0.417411,0.408482,0.325095,143449600,1988,6,29,2,0,0,-0.085619,-26.336609298820342
1988-06-30,0.412946,0.417411,0.410714,0.324218,114688000,1988,6,30,2,0,1,-0.08872799999999997,-27.36677174000209
1988-07-01,0.415179,0.418527,0.412946,0.325971,94539200,1988,7,1,3,1,0,-0.08920800000000001,-27.36685165244761
1988-07-05,0.415179,0.421875,0.41183,0.331229,104451200,1988,7,5,3,0,0,-0.08395000000000002,-25.345003003964035
1988-07-06,0.420759,0.424107,0.41183,0.325971,156553600,1988,7,6,3,0,0,-0.09478799999999998,-29.078660371628146
1988-07-07,0.415179,0.415179,0.404018,0.32159,105604800,1988,7,7,3,0,0,-0.09358900000000003,-29.101962125687997
1988-07-08,0.40625,0.410714,0.401786,0.317209,105392000,1988,7,8,3,0,0,-0.08904099999999998,-28.07013672373734
1988-07-11,0.40625,0.40625,0.40067,0.316332,73628800,1988,7,11,3,0,0,-0.089918,-28.425198841723255
1988-07-12,0.401786,0.404018,0.397321,0.313704,100900800,1988,7,12,3,0,0,-0.088082,-28.07806084716803
1988-07-13,0.399554,0.401786,0.395089,0.313704,115169600,1988,7,13,3,0,0,-0.08585000000000004,-27.366562109504518
1988-07-14,0.399554,0.404018,0.397321,0.315456,62809600,1988,7,14,3,0,0,-0.084098,-26.65918543315074
1988-07-15,0.401786,0.40625,0.399554,0.315456,83025600,1988,7,15,3,0,0,-0.08632999999999996,-27.366732602962045
1988-07-18,0.405134,0.410714,0.404018,0.318961,113500800,1988,7,18,3,0,0,-0.086173,-27.016782616056506
1988-07-19,0.401786,0.40625,0.391741,0.313704,122304000,1988,7,19,3,0,0,-0.088082,-28.07806084716803
1988-07-20,0.399554,0.401786,0.392857,0.310198,120086400,1988,7,20,3,0,0,-0.08935600000000005,-28.806117383090818
1988-07-21,0.390625,0.392857,0.381696,0.301436,149027200,1988,7,21,3,0,0,-0.08918900000000002,-29.588038588622467
1988-07-22,0.383929,0.386161,0.379464,0.29793,103846400,1988,7,22,3,0,0,-0.08599900000000005,-28.865505320041642
1988-07-25,0.381696,0.386161,0.377232,0.299683,105896000,1988,7,25,3,0,0,-0.082013,-27.366584023785133
1988-07-26,0.381696,0.386161,0.377232,0.299683,101528000,1988,7,26,3,0,0,-0.082013,-27.366584023785133
1988-07-27,0.381696,0.386161,0.379464,0.299683,116524800,1988,7,27,3,0,0,-0.082013,-27.366584023785133
1988-07-28,0.379464,0.383929,0.377232,0.298807,92680000,1988,7,28,3,0,0,-0.08065700000000003,-26.993008865254176
1988-07-29,0.386161,0.397321,0.383929,0.311074,158950400,1988,7,29,3,0,0,-0.07508699999999996,-24.13798645981341
1988-08-01,0.397321,0.408482,0.395089,0.315456,85937600,1988,8,1,3,1,0,-0.08186499999999997,-25.95132126191924
1988-08-02,0.401786,0.40625,0.397321,0.312827,121284800,1988,8,2,3,0,0,-0.08895899999999995,-28.437123394080416
1988-08-03,0.399554,0.399554,0.392857,0.313704,110846400,1988,8,3,3,0,0,-0.08585000000000004,-27.366562109504518
1988-08-04,0.399554,0.404018,0.397321,0.312827,68913600,1988,8,4,3,0,0,-0.086727,-27.723629993574722
1988-08-05,0.397321,0.401786,0.395089,0.310198,52662400,1988,8,5,3,0,0,-0.087123,-28.0862545857807
1988-08-08,0.397321,0.399554,0.392857,0.308446,29937600,1988,8,8,3,0,0,-0.08887499999999998,-28.81379560765903
1988-08-09,0.392857,0.395089,0.383929,0.304941,170027200,1988,8,9,3,0,0,-0.087916,-28.830495079376007
1988-08-10,0.390625,0.390625,0.372768,0.293549,147806400,1988,8,10,3,0,0,-0.097076,-33.06977710705878
1988-08-11,0.377232,0.386161,0.375,0.303189,106052800,1988,8,11,3,0,0,-0.07404300000000003,-24.421400512551585
